品目,数量,単位,高値,中値,安値,主な産地,日付,元ファイル
養成かんぱち,1847,1kg,1900,0,1200,愛媛  鹿児島  他,令和6年7月16日（火）,suiexcel-5 (73).xls
するめいか,1040,1kg,1200,0,600,石川  長崎  他,令和6年7月16日（火）,suiexcel-5 (73).xls
さけ,3547,1Kg,2484,0,2268,ﾁﾘ  三重  他,令和6年7月16日（火）,suiexcel-5 (73).xls
はも,2170,1Kg,1620,0,864,兵庫  他,令和6年7月16日（火）,suiexcel-5 (73).xls
たちうお,117,1Kg,2916,0,2700,大分  他,令和6年7月16日（火）,suiexcel-5 (73).xls
たこ,261,1kg,3900,0,1500,香川  兵庫  他,令和6年7月16日（火）,suiexcel-5 (73).xls
あさり,1025,1Kg,1620,0,540,韓国  中国  他,令和6年7月16日（火）,suiexcel-5 (73).xls
養成うなぎ,440,1kg,5250,0,1150,中国  愛知  他,令和6年7月16日（火）,suiexcel-5 (73).xls
あゆ,622,1Kg,1944,0,1080,岐阜  愛知  他,令和6年7月16日（火）,suiexcel-5 (73).xls
冷凍たこ,0,0,0,0,0,,令和6年7月16日（火）,suiexcel-5 (73).xls
冷凍えび,1623,1kg,4500,0,920,ｲﾝﾄﾞ  他,令和6年7月16日（火）,suiexcel-5 (73).xls
冷凍うなぎ蒲焼,2210,1Kg,9180,3348,2052,中国  他,令和6年7月16日（火）,suiexcel-5 (73).xls
塩さば,1196,1kg,1050,0,560,ﾉﾙｳｪｰ  他,令和6年7月16日（火）,suiexcel-5 (73).xls
塩さけ,1853,1kg,1600,0,880,ﾁﾘ  他,令和6年7月16日（火）,suiexcel-5 (73).xls
塩すけそうこ,565,1kg,2050,0,1900,ﾛｼｱ  ｱﾒﾘｶ  他,令和6年7月16日（火）,suiexcel-5 (73).xls
丸干いわし,739,1kg,1900,0,730,島根  他,令和6年7月16日（火）,suiexcel-5 (73).xls
開干さんま,221,1Kg,2160,0,1296,北海道  他,令和6年7月16日（火）,suiexcel-5 (73).xls
開干あじ,475,1Kg,1944,0,1080,長崎  島根  他,令和6年7月16日（火）,suiexcel-5 (73).xls
若干かれい,200,1Kg,1944,0,972,兵庫  他,令和6年7月16日（火）,suiexcel-5 (73).xls
ちりめん,910,1Kg,2700,0,2376,福島  兵庫  広島  宮崎  他,令和6年7月16日（火）,suiexcel-5 (73).xls
なまりぶし,28,1kg,2000,0,900,静岡  他,令和6年7月16日（火）,suiexcel-5 (73).xls
くろまぐろ,1039,1Kg,3996,3456,2160,長崎  三重  他,令和6年7月18日（木）,suiexcel-6 (67).xls
きわだ,1852,1Kg,1512,1080,216,和歌山  沖縄  他,令和6年7月18日（木）,suiexcel-6 (67).xls
あじ,1487,1kg,2500,0,300,兵庫  宮城  他,令和6年7月18日（木）,suiexcel-6 (67).xls
さば,1540,1kg,700,0,300,ﾉﾙｳｪｰ  富山  他,令和6年7月18日（木）,suiexcel-6 (67).xls
まいわし,1180,1kg,400,0,300,千葉  他,令和6年7月18日（木）,suiexcel-6 (67).xls
養成ぶり,210,1Kg,1296,0,1080,長崎  熊本  他,令和6年7月18日（木）,suiexcel-6 (67).xls
かつお,5017,1Kg,540,0,324,高知  宮城  他,令和6年7月18日（木）,suiexcel-6 (67).xls
養成まだい,4140,1kg,1250,0,790,愛媛  他,令和6年7月18日（木）,suiexcel-6 (67).xls
養成はまち,459,1kg,1300,0,1000,高知  宮崎  他,令和6年7月18日（木）,suiexcel-6 (67).xls
養成かんぱち,1143,1kg,1900,0,1650,愛媛  鹿児島  他,令和6年7月18日（木）,suiexcel-6 (67).xls
するめいか,2525,1Kg,1080,0,864,島根  石川  他,令和6年7月18日（木）,suiexcel-6 (67).xls
さけ,1763,1Kg,2376,0,2160,宮城  三重  他,令和6年7月18日（木）,suiexcel-6 (67).xls
はも,3557,1kg,2300,0,400,愛媛  兵庫  他,令和6年7月18日（木）,suiexcel-6 (67).xls
たちうお,607,1Kg,2268,0,2052,大分  愛媛  他,令和6年7月18日（木）,suiexcel-6 (67).xls
たこ,964,1Kg,1728,0,1080,兵庫  他,令和6年7月18日（木）,suiexcel-6 (67).xls
あさり,783,1Kg,1404,0,594,北海道  中国  他,令和6年7月18日（木）,suiexcel-6 (67).xls
養成うなぎ,510,1Kg,6480,0,3240,愛知  中国  他,令和6年7月18日（木）,suiexcel-6 (67).xls
あゆ,506,1Kg,1944,0,1296,岐阜  愛知  他,令和6年7月18日（木）,suiexcel-6 (67).xls
冷凍たこ,0,0,0,0,0,,令和6年7月18日（木）,suiexcel-6 (67).xls
冷凍えび,1776,1kg,4000,0,920,ｲﾝﾄﾞ  他,令和6年7月18日（木）,suiexcel-6 (67).xls
冷凍うなぎ蒲焼,2110,1Kg,9180,3348,2052,中国  他,令和6年7月18日（木）,suiexcel-6 (67).xls
塩さば,1544,1kg,920,0,530,ﾉﾙｳｪｰ  他,令和6年7月18日（木）,suiexcel-6 (67).xls
塩さけ,3173,1kg,1200,0,500,ﾁﾘ  他,令和6年7月18日（木）,suiexcel-6 (67).xls
塩すけそうこ,192,1kg,2780,0,900,ﾛｼｱ  他,令和6年7月18日（木）,suiexcel-6 (67).xls
丸干いわし,214,1Kg,1296,1296,1296,島根  他,令和6年7月18日（木）,suiexcel-6 (67).xls
開干さんま,224,1Kg,2160,0,1296,北海道  他,令和6年7月18日（木）,suiexcel-6 (67).xls
開干あじ,411,1Kg,1944,0,1080,長崎  島根  他,令和6年7月18日（木）,suiexcel-6 (67).xls
若干かれい,200,1Kg,1944,0,864,島根  他,令和6年7月18日（木）,suiexcel-6 (67).xls
ちりめん,1460,1Kg,2916,0,540,愛知  兵庫  広島  宮崎  他,令和6年7月18日（木）,suiexcel-6 (67).xls
なまりぶし,10,1kg,1950,1950,1950,静岡  他,令和6年7月18日（木）,suiexcel-6 (67).xls
くろまぐろ,982,1Kg,3888,3564,2808,長崎  三重  他,令和6年7月19日（金）,suiexcel-7 (66).xls
きわだ,1488,1Kg,1512,1188,648,和歌山  沖縄  他,令和6年7月19日（金）,suiexcel-7 (66).xls
あじ,1151,1kg,2500,0,330,兵庫  三重  他,令和6年7月19日（金）,suiexcel-7 (66).xls
さば,2324,1kg,680,0,300,ﾉﾙｳｪｰ  鳥取  他,令和6年7月19日（金）,suiexcel-7 (66).xls
まいわし,1260,1Kg,432,0,324,長崎  千葉  他,令和6年7月19日（金）,suiexcel-7 (66).xls
養成ぶり,443,1Kg,1188,0,1080,長崎  熊本  他,令和6年7月19日（金）,suiexcel-7 (66).xls
かつお,5253,1Kg,432,0,216,高知  宮城  他,令和6年7月19日（金）,suiexcel-7 (66).xls
養成まだい,3392,1Kg,1350,0,540,愛媛  他,令和6年7月19日（金）,suiexcel-7 (66).xls
養成はまち,402,1Kg,1404,0,432,高知  他,令和6年7月19日（金）,suiexcel-7 (66).xls
養成かんぱち,1047,1Kg,2160,0,864,鹿児島  愛媛  他,令和6年7月19日（金）,suiexcel-7 (66).xls
するめいか,772,1Kg,1188,0,1080,宮城  石川  他,令和6年7月19日（金）,suiexcel-7 (66).xls
さけ,1980,1Kg,2052,0,1836,宮城  三重  他,令和6年7月19日（金）,suiexcel-7 (66).xls
はも,1775,1Kg,1404,0,540,愛媛  兵庫  他,令和6年7月19日（金）,suiexcel-7 (66).xls
たちうお,60,1Kg,2916,0,2592,鹿児島  他,令和6年7月19日（金）,suiexcel-7 (66).xls
たこ,548,1kg,2600,0,1300,兵庫  他,令和6年7月19日（金）,suiexcel-7 (66).xls
あさり,482,1Kg,1404,0,648,北海道  中国  他,令和6年7月19日（金）,suiexcel-7 (66).xls
養成うなぎ,430,1Kg,6480,0,1080,愛知  中国  他,令和6年7月19日（金）,suiexcel-7 (66).xls
あゆ,495,1Kg,1944,0,1080,岐阜  愛知  他,令和6年7月19日（金）,suiexcel-7 (66).xls
冷凍たこ,0,0,0,0,0,,令和6年7月19日（金）,suiexcel-7 (66).xls
冷凍えび,1718,1kg,3000,0,920,ｲﾝﾄﾞ  他,令和6年7月19日（金）,suiexcel-7 (66).xls
冷凍うなぎ蒲焼,3154,1kg,3100,0,2100,中国  他,令和6年7月19日（金）,suiexcel-7 (66).xls
塩さば,3628,1kg,840,0,410,ﾉﾙｳｪｰ  他,令和6年7月19日（金）,suiexcel-7 (66).xls
塩さけ,2337,1kg,1600,0,870,ﾁﾘ  他,令和6年7月19日（金）,suiexcel-7 (66).xls
塩すけそうこ,342,1kg,2780,0,1600,ﾛｼｱ ｱﾒﾘｶ  他,令和6年7月19日（金）,suiexcel-7 (66).xls
丸干いわし,211,1Kg,1296,1296,1296,島根  他,令和6年7月19日（金）,suiexcel-7 (66).xls
開干さんま,212,1Kg,2160,0,1296,北海道  他,令和6年7月19日（金）,suiexcel-7 (66).xls
開干あじ,352,1Kg,2160,0,972,長崎  島根  他,令和6年7月19日（金）,suiexcel-7 (66).xls
若干かれい,200,1Kg,1944,0,972,兵庫  他,令和6年7月19日（金）,suiexcel-7 (66).xls
ちりめん,2608,1Kg,3240,0,540,兵庫  香川  宮崎  他,令和6年7月19日（金）,suiexcel-7 (66).xls
なまりぶし,15,1kg,1950,0,1130,静岡  他,令和6年7月19日（金）,suiexcel-7 (66).xls
くろまぐろ,967,1Kg,3996,3456,2700,和歌山  三重  他,令和6年7月20日（土）,suiexcel-8 (60).xls
きわだ,1682,1Kg,1620,972,270,宮崎  沖縄  他,令和6年7月20日（土）,suiexcel-8 (60).xls
あじ,1002,1kg,2500,0,300,兵庫  宮城  他,令和6年7月20日（土）,suiexcel-8 (60).xls
さば,3060,1kg,600,0,300,ﾉﾙｳｪｰ  富山  他,令和6年7月20日（土）,suiexcel-8 (60).xls
まいわし,600,1Kg,432,0,216,千葉  他,令和6年7月20日（土）,suiexcel-8 (60).xls
養成ぶり,387,1Kg,1296,0,1080,長崎  熊本  他,令和6年7月20日（土）,suiexcel-8 (60).xls
かつお,8119,1Kg,432,0,216,宮城  他,令和6年7月20日（土）,suiexcel-8 (60).xls
養成まだい,5193,1kg,1300,0,880,愛媛  他,令和6年7月20日（土）,suiexcel-8 (60).xls
養成はまち,556,1Kg,1404,0,432,宮崎  高知  他,令和6年7月20日（土）,suiexcel-8 (60).xls
養成かんぱち,1251,1Kg,2160,0,864,鹿児島  愛媛  他,令和6年7月20日（土）,suiexcel-8 (60).xls
するめいか,901,1Kg,1188,0,972,石川  他,令和6年7月20日（土）,suiexcel-8 (60).xls
さけ,1965,1Kg,2484,0,2268,ﾁﾘ  三重  他,令和6年7月20日（土）,suiexcel-8 (60).xls
はも,2106,1Kg,1944,0,864,兵庫  他,令和6年7月20日（土）,suiexcel-8 (60).xls
たちうお,225,1Kg,2052,0,1836,大分  他,令和6年7月20日（土）,suiexcel-8 (60).xls
たこ,559,1Kg,1728,0,1080,兵庫  他,令和6年7月20日（土）,suiexcel-8 (60).xls
あさり,516,1Kg,1404,0,648,北海道  中国  他,令和6年7月20日（土）,suiexcel-8 (60).xls
養成うなぎ,825,1Kg,6480,0,1080,愛知  中国  他,令和6年7月20日（土）,suiexcel-8 (60).xls
あゆ,843,1Kg,1944,0,1080,岐阜  愛知  他,令和6年7月20日（土）,suiexcel-8 (60).xls
冷凍たこ,0,0,0,0,0,,令和6年7月20日（土）,suiexcel-8 (60).xls
冷凍えび,1729,1kg,4500,0,440,ｲﾝﾄﾞ  他,令和6年7月20日（土）,suiexcel-8 (60).xls
冷凍うなぎ蒲焼,4310,1kg,8520,0,1670,中国  他,令和6年7月20日（土）,suiexcel-8 (60).xls
塩さば,672,1kg,840,0,600,ﾉﾙｳｪｰ  他,令和6年7月20日（土）,suiexcel-8 (60).xls
塩さけ,996,1kg,4900,0,500,ﾁﾘ  他,令和6年7月20日（土）,suiexcel-8 (60).xls
塩すけそうこ,373,1kg,2640,0,1050,ﾛｼｱ  他,令和6年7月20日（土）,suiexcel-8 (60).xls
丸干いわし,330,1Kg,1080,1080,1080,島根  他,令和6年7月20日（土）,suiexcel-8 (60).xls
開干さんま,100,1Kg,2160,0,1296,北海道  他,令和6年7月20日（土）,suiexcel-8 (60).xls
開干あじ,359,1Kg,1944,0,1080,長崎  島根  他,令和6年7月20日（土）,suiexcel-8 (60).xls
若干かれい,200,1Kg,1944,0,864,島根  他,令和6年7月20日（土）,suiexcel-8 (60).xls
ちりめん,766,1Kg,5400,0,756,兵庫  徳島  宮崎  他,令和6年7月20日（土）,suiexcel-8 (60).xls
なまりぶし,26,1kg,1000,0,980,静岡  他,令和6年7月20日（土）,suiexcel-8 (60).xls
くろまぐろ,1510,1kg,3888,3456,1620,長崎  三重  他,令和6年7月27日（土）,suiexcel-9 (37).xlsx
きわだ,445,1kg,1944,1512,1350,宮崎  他,令和6年7月27日（土）,suiexcel-9 (37).xlsx
あじ,1729,1kg,2100,0,330,兵庫  宮城  他,令和6年7月27日（土）,suiexcel-9 (37).xlsx
さば,1865,1kg,700,0,300,ﾉﾙｳｪｰ  宮城  他,令和6年7月27日（土）,suiexcel-9 (37).xlsx
まいわし,507,1kg,432,0,216,静岡  他,令和6年7月27日（土）,suiexcel-9 (37).xlsx
養成ぶり,384,1kg,1296,0,1080,長崎  熊本  他,令和6年7月27日（土）,suiexcel-9 (37).xlsx
かつお,5681,1kg,756,0,540,宮城  他,令和6年7月27日（土）,suiexcel-9 (37).xlsx
養成まだい,5149,1kg,1250,0,800,愛媛  他,令和6年7月27日（土）,suiexcel-9 (37).xlsx
養成はまち,484,1kg,1404,0,648,宮崎  高知  他,令和6年7月27日（土）,suiexcel-9 (37).xlsx
養成かんぱち,1251,1kg,2160,0,1080,鹿児島  愛媛  他,令和6年7月27日（土）,suiexcel-9 (37).xlsx
するめいか,1802,1kg,1404,0,1188,ﾁﾘ  石川  他,令和6年7月27日（土）,suiexcel-9 (37).xlsx
さけ,2000,1kg,2268,0,2052,宮城  三重  他,令和6年7月27日（土）,suiexcel-9 (37).xlsx
はも,1647,1kg,2268,0,432,愛媛  兵庫  他,令和6年7月27日（土）,suiexcel-9 (37).xlsx
たちうお,300,1kg,2160,0,1944,宮城  他,令和6年7月27日（土）,suiexcel-9 (37).xlsx
たこ,436,1kg,3900,0,1300,兵庫  香川  他,令和6年7月27日（土）,suiexcel-9 (37).xlsx
あさり,571,1kg,1404,0,540,韓国  中国  他,令和6年7月27日（土）,suiexcel-9 (37).xlsx
養成うなぎ,315,1kg,5250,0,1150,中国  愛知  他,令和6年7月27日（土）,suiexcel-9 (37).xlsx
あゆ,783,1kg,1944,0,1080,岐阜  愛知  他,令和6年7月27日（土）,suiexcel-9 (37).xlsx
冷凍たこ,0,0,0,0,0,,令和6年7月27日（土）,suiexcel-9 (37).xlsx
冷凍えび,1921,1kg,4900,0,920,ｲﾝﾄﾞ  他,令和6年7月27日（土）,suiexcel-9 (37).xlsx
冷凍うなぎ蒲焼,910,1kg,9180,3348,2052,中国  他,令和6年7月27日（土）,suiexcel-9 (37).xlsx
塩さば,366,1kg,920,0,500,ﾉﾙｳｪｰ  他,令和6年7月27日（土）,suiexcel-9 (37).xlsx
塩さけ,1474,1kg,2100,0,880,ﾁﾘ  他,令和6年7月27日（土）,suiexcel-9 (37).xlsx
塩すけそうこ,84,1kg,2250,0,1100,ﾛｼｱ  他,令和6年7月27日（土）,suiexcel-9 (37).xlsx
丸干いわし,117,1kg,1296,1296,1296,国産  島根  他,令和6年7月27日（土）,suiexcel-9 (37).xlsx
開干さんま,123,1kg,2160,0,1296,北海道  他,令和6年7月27日（土）,suiexcel-9 (37).xlsx
開干あじ,560,1kg,1944,0,972,長崎  島根  他,令和6年7月27日（土）,suiexcel-9 (37).xlsx
若干かれい,200,1kg,1944,0,972,島根  他,令和6年7月27日（土）,suiexcel-9 (37).xlsx
ちりめん,1374,1kg,4536,0,432,愛知  宮崎  他,令和6年7月27日（土）,suiexcel-9 (37).xlsx
なまりぶし,6,1kg,2000,0,1950,静岡  他,令和6年7月27日（土）,suiexcel-9 (37).xlsx
くろまぐろ,738,1kg,3888,3564,3240,三重  他,令和6年7月29日（月）,suiexcel-10 (37).xlsx
きわだ,799,1kg,2160,1836,1080,ｲﾝﾄﾞﾈｼｱ  沖縄  他,令和6年7月29日（月）,suiexcel-10 (37).xlsx
あじ,999,1kg,930,0,300,兵庫  佐賀  他,令和6年7月29日（月）,suiexcel-10 (37).xlsx
さば,1381,1kg,500,0,300,ﾉﾙｳｪｰ  三重  他,令和6年7月29日（月）,suiexcel-10 (37).xlsx
まいわし,200,1kg,550,0,500,千葉  他,令和6年7月29日（月）,suiexcel-10 (37).xlsx
養成ぶり,259,1kg,1296,0,1080,長崎  熊本  他,令和6年7月29日（月）,suiexcel-10 (37).xlsx
かつお,2012,1kg,972,0,756,高知  宮城  他,令和6年7月29日（月）,suiexcel-10 (37).xlsx
養成まだい,4941,1kg,1300,0,820,愛媛  他,令和6年7月29日（月）,suiexcel-10 (37).xlsx
養成はまち,483,1kg,1300,0,1000,高知  宮崎  他,令和6年7月29日（月）,suiexcel-10 (37).xlsx
養成かんぱち,1204,1kg,1900,0,1650,愛媛  鹿児島  他,令和6年7月29日（月）,suiexcel-10 (37).xlsx
するめいか,815,1kg,1188,0,972,兵庫  石川  他,令和6年7月29日（月）,suiexcel-10 (37).xlsx
さけ,1719,1kg,2376,0,2160,ﾁﾘ  三重  他,令和6年7月29日（月）,suiexcel-10 (37).xlsx
はも,1484,1kg,1404,0,324,愛媛  兵庫  他,令和6年7月29日（月）,suiexcel-10 (37).xlsx
たちうお,0,0,0,0,0,,令和6年7月29日（月）,suiexcel-10 (37).xlsx
たこ,678,1kg,1620,0,1188,香川  兵庫  他,令和6年7月29日（月）,suiexcel-10 (37).xlsx
あさり,536,1kg,1404,0,594,韓国  中国  他,令和6年7月29日（月）,suiexcel-10 (37).xlsx
養成うなぎ,290,1kg,5250,0,1150,中国  愛知  他,令和6年7月29日（月）,suiexcel-10 (37).xlsx
あゆ,368,1kg,1944,0,1080,岐阜  愛知  他,令和6年7月29日（月）,suiexcel-10 (37).xlsx
冷凍たこ,0,0,0,0,0,,令和6年7月29日（月）,suiexcel-10 (37).xlsx
冷凍えび,1354,1kg,5400,2484,1350,ｲﾝﾄﾞ  他,令和6年7月29日（月）,suiexcel-10 (37).xlsx
冷凍うなぎ蒲焼,957,1kg,9180,3348,2052,中国  他,令和6年7月29日（月）,suiexcel-10 (37).xlsx
塩さば,1652,1kg,1050,0,530,ﾉﾙｳｪｰ  他,令和6年7月29日（月）,suiexcel-10 (37).xlsx
塩さけ,1020,1kg,2100,0,1150,ﾁﾘ  他,令和6年7月29日（月）,suiexcel-10 (37).xlsx
塩すけそうこ,126,1kg,2570,0,1050,ﾛｼｱ  他,令和6年7月29日（月）,suiexcel-10 (37).xlsx
丸干いわし,236,1kg,1150,0,730,島根  国産  他,令和6年7月29日（月）,suiexcel-10 (37).xlsx
開干さんま,108,1kg,2160,0,1296,北海道  他,令和6年7月29日（月）,suiexcel-10 (37).xlsx
開干あじ,332,1kg,1944,0,972,長崎  島根  他,令和6年7月29日（月）,suiexcel-10 (37).xlsx
若干かれい,100,1kg,1620,0,972,島根  他,令和6年7月29日（月）,suiexcel-10 (37).xlsx
ちりめん,1025,1kg,2484,0,1404,兵庫  宮崎  他,令和6年7月29日（月）,suiexcel-10 (37).xlsx
なまりぶし,10,1kg,980,980,980,静岡  他,令和6年7月29日（月）,suiexcel-10 (37).xlsx
くろまぐろ,422,1kg,3888,3888,3888,和歌山  三重  他,令和6年7月30日（火）,suiexcel-11 (36).xlsx
きわだ,808,1kg,2160,1512,1080,和歌山  沖縄  他,令和6年7月30日（火）,suiexcel-11 (36).xlsx
あじ,733,1kg,972,0,756,宮城  兵庫  他,令和6年7月30日（火）,suiexcel-11 (36).xlsx
さば,1545,1kg,660,0,300,ﾉﾙｳｪｰ  和歌山  他,令和6年7月30日（火）,suiexcel-11 (36).xlsx
まいわし,1875,1kg,540,0,324,静岡  千葉  他,令和6年7月30日（火）,suiexcel-11 (36).xlsx
養成ぶり,306,1kg,1188,0,1080,長崎  熊本  他,令和6年7月30日（火）,suiexcel-11 (36).xlsx
かつお,4366,1kg,648,0,432,高知  宮城  他,令和6年7月30日（火）,suiexcel-11 (36).xlsx
養成まだい,3405,1Kg,1350,0,540,愛媛  他,令和6年7月30日（火）,suiexcel-11 (36).xlsx
養成はまち,347,1kg,1404,0,648,宮崎  高知  他,令和6年7月30日（火）,suiexcel-11 (36).xlsx
養成かんぱち,975,1kg,2160,0,1080,鹿児島  愛媛  他,令和6年7月30日（火）,suiexcel-11 (36).xlsx
するめいか,1351,1kg,1080,0,864,石川  他,令和6年7月30日（火）,suiexcel-11 (36).xlsx
さけ,1191,1kg,2268,0,2052,宮城  三重  他,令和6年7月30日（火）,suiexcel-11 (36).xlsx
はも,2449,1kg,2500,0,500,愛媛  兵庫  他,令和6年7月30日（火）,suiexcel-11 (36).xlsx
たちうお,690,1kg,1836,0,1620,宮城  他,令和6年7月30日（火）,suiexcel-11 (36).xlsx
たこ,444,1kg,1620,0,1188,兵庫  香川  他,令和6年7月30日（火）,suiexcel-11 (36).xlsx
あさり,505,1kg,1404,0,540,韓国  中国  他,令和6年7月30日（火）,suiexcel-11 (36).xlsx
養成うなぎ,160,1kg,5940,0,3240,愛知  中国  他,令和6年7月30日（火）,suiexcel-11 (36).xlsx
あゆ,729,1kg,1944,0,1080,岐阜  愛知  他,令和6年7月30日（火）,suiexcel-11 (36).xlsx
冷凍たこ,0,0,0,0,0,,令和6年7月30日（火）,suiexcel-11 (36).xlsx
冷凍えび,1614,1kg,5400,2484,1350,ｲﾝﾄﾞ  他,令和6年7月30日（火）,suiexcel-11 (36).xlsx
冷凍うなぎ蒲焼,1290,1kg,9180,3348,2052,中国  他,令和6年7月30日（火）,suiexcel-11 (36).xlsx
塩さば,828,1kg,2100,0,530,ﾉﾙｳｪｰ  他,令和6年7月30日（火）,suiexcel-11 (36).xlsx
塩さけ,2016,1kg,1670,0,630,ﾁﾘ  他,令和6年7月30日（火）,suiexcel-11 (36).xlsx
塩すけそうこ,294,1kg,2250,0,1000,ﾛｼｱ  他,令和6年7月30日（火）,suiexcel-11 (36).xlsx
丸干いわし,106,1kg,1296,1296,1296,国産  島根  他,令和6年7月30日（火）,suiexcel-11 (36).xlsx
開干さんま,108,1kg,2160,0,1296,北海道  他,令和6年7月30日（火）,suiexcel-11 (36).xlsx
開干あじ,244,1kg,1944,0,972,長崎  島根  他,令和6年7月30日（火）,suiexcel-11 (36).xlsx
若干かれい,100,1kg,1620,0,972,島根  他,令和6年7月30日（火）,suiexcel-11 (36).xlsx
ちりめん,1966,1kg,2808,0,324,福島  宮崎  他,令和6年7月30日（火）,suiexcel-11 (36).xlsx
なまりぶし,23,1kg,2050,0,2000,静岡  他,令和6年7月30日（火）,suiexcel-11 (36).xlsx
くろまぐろ,1006,1Kg,3996,3564,3240,和歌山  宮城  他,令和6年8月3日（土）,suiexcel (139).xls
きわだ,830,1Kg,2808,1620,216,和歌山  沖縄  他,令和6年8月3日（土）,suiexcel (139).xls
あじ,3342,1Kg,756,0,540,長崎  兵庫  他,令和6年8月3日（土）,suiexcel (139).xls
さば,1961,1Kg,486,0,378,鳥取  石川  他,令和6年8月3日（土）,suiexcel (139).xls
