品目,数量,単位,高値,中値,安値,主な産地,日付,元ファイル
さわら,1276,1Kg,1728,0,1512,兵庫  韓国  他,令和5年4月28日（金）,suiexcel-5 (57).xls
かれい,2851,1kg,4000,0,370,青森  他,令和5年4月28日（金）,suiexcel-5 (57).xls
養成はまち,452,1kg,1800,0,1000,徳島  愛媛  他,令和5年4月28日（金）,suiexcel-5 (57).xls
養成かんぱち,1227,1Kg,2106,0,1728,鹿児島  他,令和5年4月28日（金）,suiexcel-5 (57).xls
さけ,4600,1Kg,1728,0,1512,ﾉﾙｳｪｰ  他,令和5年4月28日（金）,suiexcel-5 (57).xls
たこ,356,1kg,3900,0,1600,岩手  福井  他,令和5年4月28日（金）,suiexcel-5 (57).xls
はまぐり,410,1Kg,2376,0,972,千葉  他,令和5年4月28日（金）,suiexcel-5 (57).xls
しじみ,1144,1Kg,1296,0,216,島根  他,令和5年4月28日（金）,suiexcel-5 (57).xls
あさり,1417,1Kg,1404,0,486,中国  熊本  他,令和5年4月28日（金）,suiexcel-5 (57).xls
ほたて貝,1833,1Kg,972,0,648,北海道  他,令和5年4月28日（金）,suiexcel-5 (57).xls
冷凍もんごいか,141,1Kg,4104,3780,1134,ﾓﾛｯｺ  ｵﾏｰﾝ  他,令和5年4月28日（金）,suiexcel-5 (57).xls
冷凍たこ,0,0,0,0,0,,令和5年4月28日（金）,suiexcel-5 (57).xls
冷凍えび,3054,1kg,4130,0,940,ｲﾝﾄﾞ  他,令和5年4月28日（金）,suiexcel-5 (57).xls
塩さば,2736,1kg,880,0,290,ﾉﾙｳｪｰ  他,令和5年4月28日（金）,suiexcel-5 (57).xls
塩さけ,2202,1kg,2100,0,270,ﾁﾘ  他,令和5年4月28日（金）,suiexcel-5 (57).xls
塩すけそうこ,320,1kg,2250,0,1600,大阪  他,令和5年4月28日（金）,suiexcel-5 (57).xls
開干さんま,100,1Kg,2160,0,1404,北海道  他,令和5年4月28日（金）,suiexcel-5 (57).xls
開干あじ,312,1kg,2000,0,400,長崎  他,令和5年4月28日（金）,suiexcel-5 (57).xls
若干かれい,200,1Kg,2160,0,972,島根  他,令和5年4月28日（金）,suiexcel-5 (57).xls
ちりめん,193,1kg,3950,0,1250,大分  他,令和5年4月28日（金）,suiexcel-5 (57).xls
なまりぶし,39,1kg,1200,0,900,静岡  他,令和5年4月28日（金）,suiexcel-5 (57).xls
ほたるいか,423,1kg,3560,0,430,兵庫  富山  他,令和5年4月28日（金）,suiexcel-5 (57).xls
くろまぐろ,958,1kg,4104,3726,3240,長崎  他,令和5年4月10日（月）,suiexcel-6 (11).xlsx
きわだ,657,1kg,2700,2052,1998,ｲﾝﾄﾞﾈｼｱ  他,令和5年4月10日（月）,suiexcel-6 (11).xlsx
あじ,957,1kg,810,0,702,長崎  和歌山  他,令和5年4月10日（月）,suiexcel-6 (11).xlsx
さば,420,1kg,540,540,540,長崎  千葉  他,令和5年4月10日（月）,suiexcel-6 (11).xlsx
まいわし,2130,1kg,324,0,216,石川  他,令和5年4月10日（月）,suiexcel-6 (11).xlsx
養成ぶり,211,1kg,2350,0,1200,愛媛  他,令和5年4月10日（月）,suiexcel-6 (11).xlsx
かつお,3996,1kg,648,0,432,高知  宮崎  他,令和5年4月10日（月）,suiexcel-6 (11).xlsx
養成まだい,4268,1kg,1230,0,670,愛媛  高知  他,令和5年4月10日（月）,suiexcel-6 (11).xlsx
さわら,285,1kg,1512,0,1296,和歌山  韓国  他,令和5年4月10日（月）,suiexcel-6 (11).xlsx
かれい,1950,1kg,756,0,540,青森  他,令和5年4月10日（月）,suiexcel-6 (11).xlsx
養成はまち,597,1kg,1700,0,1100,徳島  愛媛  他,令和5年4月10日（月）,suiexcel-6 (11).xlsx
養成かんぱち,1386,1kg,1850,0,1550,鹿児島  他,令和5年4月10日（月）,suiexcel-6 (11).xlsx
さけ,2140,1kg,2268,0,2052,ﾉﾙｳｪｰ  他,令和5年4月10日（月）,suiexcel-6 (11).xlsx
たこ,170,1kg,2700,0,1950,福島  岩手  他,令和5年4月10日（月）,suiexcel-6 (11).xlsx
はまぐり,200,1kg,2376,0,972,千葉  他,令和5年4月10日（月）,suiexcel-6 (11).xlsx
しじみ,720,1kg,1296,0,216,島根  他,令和5年4月10日（月）,suiexcel-6 (11).xlsx
あさり,1182,1kg,1620,0,486,中国  熊本  他,令和5年4月10日（月）,suiexcel-6 (11).xlsx
ほたて貝,505,1kg,864,0,648,北海道  他,令和5年4月10日（月）,suiexcel-6 (11).xlsx
冷凍もんごいか,110,1kg,4104,3780,1134,ﾓﾛｯｺ  他,令和5年4月10日（月）,suiexcel-6 (11).xlsx
冷凍たこ,0,0,0,0,0,,令和5年4月10日（月）,suiexcel-6 (11).xlsx
冷凍えび,1295,1kg,2592,1782,1080,ｲﾝﾄﾞ  他,令和5年4月10日（月）,suiexcel-6 (11).xlsx
塩さば,3610,1kg,880,0,290,ﾉﾙｳｪｰ  国産  他,令和5年4月10日（月）,suiexcel-6 (11).xlsx
塩さけ,1040,1kg,2100,0,500,ﾁﾘ  他,令和5年4月10日（月）,suiexcel-6 (11).xlsx
塩すけそうこ,216,1kg,2570,0,1600,大阪  他,令和5年4月10日（月）,suiexcel-6 (11).xlsx
開干さんま,104,1kg,2160,0,1404,北海道  他,令和5年4月10日（月）,suiexcel-6 (11).xlsx
開干あじ,130,1kg,1944,0,1080,長崎  他,令和5年4月10日（月）,suiexcel-6 (11).xlsx
若干かれい,100,1kg,1296,0,864,島根  他,令和5年4月10日（月）,suiexcel-6 (11).xlsx
ちりめん,1875,1kg,5292,0,1728,熊本  大分  他,令和5年4月10日（月）,suiexcel-6 (11).xlsx
なまりぶし,40,1kg,1880,0,900,静岡  他,令和5年4月10日（月）,suiexcel-6 (11).xlsx
ほたるいか,456,1kg,2700,0,1296,富山  兵庫  他,令和5年4月10日（月）,suiexcel-6 (11).xlsx
くろまぐろ,227,1kg,3996,3888,3780,長崎  他,令和5年4月11日（火）,suiexcel-7 (12).xlsx
きわだ,427,1kg,2160,1836,1620,ｲﾝﾄﾞﾈｼｱ  他,令和5年4月11日（火）,suiexcel-7 (12).xlsx
あじ,3201,1kg,540,0,475,和歌山  他,令和5年4月11日（火）,suiexcel-7 (12).xlsx
さば,1583,1kg,648,0,246,福岡  千葉  他,令和5年4月11日（火）,suiexcel-7 (12).xlsx
まいわし,2084,1kg,324,0,310,石川  他,令和5年4月11日（火）,suiexcel-7 (12).xlsx
養成ぶり,270,1kg,2000,0,1350,愛媛  他,令和5年4月11日（火）,suiexcel-7 (12).xlsx
かつお,4358,1kg,540,0,324,高知  宮崎  他,令和5年4月11日（火）,suiexcel-7 (12).xlsx
養成まだい,3198,1Kg,1350,0,540,愛媛  他,令和5年4月11日（火）,suiexcel-7 (12).xlsx
さわら,518,1kg,1404,0,1188,大分  韓国  他,令和5年4月11日（火）,suiexcel-7 (12).xlsx
かれい,1045,1kg,3000,0,450,青森  他,令和5年4月11日（火）,suiexcel-7 (12).xlsx
養成はまち,312,1kg,1650,0,1000,徳島  愛媛  他,令和5年4月11日（火）,suiexcel-7 (12).xlsx
養成かんぱち,1028,1kg,2106,0,1728,鹿児島  他,令和5年4月11日（火）,suiexcel-7 (12).xlsx
さけ,2542,1kg,1944,0,172,ﾉﾙｳｪｰ  他,令和5年4月11日（火）,suiexcel-7 (12).xlsx
たこ,221,1kg,8000,0,1770,福島  岩手  他,令和5年4月11日（火）,suiexcel-7 (12).xlsx
はまぐり,270,1kg,2376,0,972,千葉  中国  他,令和5年4月11日（火）,suiexcel-7 (12).xlsx
しじみ,622,1kg,1296,0,216,島根  他,令和5年4月11日（火）,suiexcel-7 (12).xlsx
あさり,1123,1kg,1404,0,486,中国  熊本  他,令和5年4月11日（火）,suiexcel-7 (12).xlsx
ほたて貝,750,1kg,864,0,648,北海道  他,令和5年4月11日（火）,suiexcel-7 (12).xlsx
冷凍もんごいか,110,1kg,4104,3780,1134,ﾓﾛｯｺ  他,令和5年4月11日（火）,suiexcel-7 (12).xlsx
冷凍たこ,0,0,0,0,0,,令和5年4月11日（火）,suiexcel-7 (12).xlsx
冷凍えび,1495,1kg,2592,1782,1080,ｲﾝﾄﾞ  他,令和5年4月11日（火）,suiexcel-7 (12).xlsx
塩さば,1076,1kg,920,0,490,ﾉﾙｳｪｰ  国産  他,令和5年4月11日（火）,suiexcel-7 (12).xlsx
塩さけ,1326,1kg,2100,0,1060,ﾁﾘ  宮城  他,令和5年4月11日（火）,suiexcel-7 (12).xlsx
塩すけそうこ,188,1kg,2640,0,1000,大阪  他,令和5年4月11日（火）,suiexcel-7 (12).xlsx
開干さんま,200,1kg,2160,0,1404,北海道  他,令和5年4月11日（火）,suiexcel-7 (12).xlsx
開干あじ,348,1kg,2160,0,1080,長崎  他,令和5年4月11日（火）,suiexcel-7 (12).xlsx
若干かれい,200,1kg,1620,0,864,島根  他,令和5年4月11日（火）,suiexcel-7 (12).xlsx
ちりめん,2370,1kg,2310,0,1200,大分  宮崎  他,令和5年4月11日（火）,suiexcel-7 (12).xlsx
なまりぶし,40,1kg,2040,0,900,静岡  他,令和5年4月11日（火）,suiexcel-7 (12).xlsx
ほたるいか,855,1kg,2700,0,1296,富山  兵庫  他,令和5年4月11日（火）,suiexcel-7 (12).xlsx
くろまぐろ,625,1kg,3996,3888,3672,長崎  他,令和5年4月13日（木）,suiexcel-8 (12).xlsx
きわだ,1096,1kg,1944,1512,864,ｲﾝﾄﾞﾈｼｱ  沖縄  他,令和5年4月13日（木）,suiexcel-8 (12).xlsx
あじ,2028,1kg,1650,0,310,和歌山  高知  他,令和5年4月13日（木）,suiexcel-8 (12).xlsx
さば,1261,1kg,648,0,540,福岡  千葉  他,令和5年4月13日（木）,suiexcel-8 (12).xlsx
まいわし,1600,1kg,324,0,216,石川  他,令和5年4月13日（木）,suiexcel-8 (12).xlsx
養成ぶり,184,1kg,2000,0,1200,愛媛  他,令和5年4月13日（木）,suiexcel-8 (12).xlsx
かつお,2572,1kg,864,0,648,高知  宮崎  他,令和5年4月13日（木）,suiexcel-8 (12).xlsx
養成まだい,4436,1Kg,1350,0,540,愛媛  他,令和5年4月13日（木）,suiexcel-8 (12).xlsx
さわら,580,1kg,1404,0,1188,石川  韓国  他,令和5年4月13日（木）,suiexcel-8 (12).xlsx
かれい,3048,1kg,972,0,432,青森  他,令和5年4月13日（木）,suiexcel-8 (12).xlsx
養成はまち,517,1kg,1680,0,1000,徳島  愛媛  他,令和5年4月13日（木）,suiexcel-8 (12).xlsx
養成かんぱち,1287,1kg,1970,0,1490,鹿児島  他,令和5年4月13日（木）,suiexcel-8 (12).xlsx
さけ,1749,1kg,2800,0,1100,ﾉﾙｳｪｰ  他,令和5年4月13日（木）,suiexcel-8 (12).xlsx
たこ,189,1kg,3900,0,1300,岩手  福井  他,令和5年4月13日（木）,suiexcel-8 (12).xlsx
はまぐり,290,1kg,2376,0,1080,千葉  中国  他,令和5年4月13日（木）,suiexcel-8 (12).xlsx
しじみ,589,1kg,1296,0,540,島根  他,令和5年4月13日（木）,suiexcel-8 (12).xlsx
あさり,1285,1kg,1620,0,432,中国  熊本  他,令和5年4月13日（木）,suiexcel-8 (12).xlsx
ほたて貝,625,1kg,864,0,648,北海道  他,令和5年4月13日（木）,suiexcel-8 (12).xlsx
冷凍もんごいか,100,1kg,4104,3780,1134,ﾓﾛｯｺ  他,令和5年4月13日（木）,suiexcel-8 (12).xlsx
冷凍たこ,0,0,0,0,0,,令和5年4月13日（木）,suiexcel-8 (12).xlsx
冷凍えび,1352,1kg,2592,1782,1080,ｲﾝﾄﾞ  他,令和5年4月13日（木）,suiexcel-8 (12).xlsx
塩さば,1586,1kg,756,648,540,国産  ﾉﾙｳｪｰ  他,令和5年4月13日（木）,suiexcel-8 (12).xlsx
塩さけ,8292,1kg,3100,0,500,ﾁﾘ  他,令和5年4月13日（木）,suiexcel-8 (12).xlsx
塩すけそうこ,118,1kg,2250,0,1350,大阪  他,令和5年4月13日（木）,suiexcel-8 (12).xlsx
開干さんま,200,1kg,2160,0,1404,北海道  他,令和5年4月13日（木）,suiexcel-8 (12).xlsx
開干あじ,553,1kg,2100,0,850,長崎  他,令和5年4月13日（木）,suiexcel-8 (12).xlsx
若干かれい,300,1kg,1296,0,864,島根  他,令和5年4月13日（木）,suiexcel-8 (12).xlsx
ちりめん,823,1kg,3564,0,1080,鹿児島  大分  他,令和5年4月13日（木）,suiexcel-8 (12).xlsx
なまりぶし,84,1kg,1880,0,900,静岡  他,令和5年4月13日（木）,suiexcel-8 (12).xlsx
ほたるいか,759,1kg,3240,0,2160,富山  兵庫  他,令和5年4月13日（木）,suiexcel-8 (12).xlsx
くろまぐろ,704,1kg,3800,0,1500,長崎  他,令和5年4月14日（金）,suiexcel-9 (12).xlsx
きわだ,958,1kg,3500,0,1500,ｲﾝﾄﾞﾈｼｱ  沖縄  他,令和5年4月14日（金）,suiexcel-9 (12).xlsx
あじ,3499,1kg,432,0,324,三重  和歌山  他,令和5年4月14日（金）,suiexcel-9 (12).xlsx
さば,1234,1kg,540,0,432,千葉  他,令和5年4月14日（金）,suiexcel-9 (12).xlsx
まいわし,1753,1kg,324,0,216,鳥取  石川  他,令和5年4月14日（金）,suiexcel-9 (12).xlsx
養成ぶり,237,1kg,2350,0,1350,愛媛  他,令和5年4月14日（金）,suiexcel-9 (12).xlsx
かつお,1696,1kg,972,0,756,高知  宮崎  他,令和5年4月14日（金）,suiexcel-9 (12).xlsx
養成まだい,4583,1Kg,1350,0,540,愛媛  他,令和5年4月14日（金）,suiexcel-9 (12).xlsx
さわら,313,1kg,1728,0,1512,兵庫  韓国  他,令和5年4月14日（金）,suiexcel-9 (12).xlsx
かれい,1264,1kg,900,0,480,青森  他,令和5年4月14日（金）,suiexcel-9 (12).xlsx
養成はまち,353,1kg,1780,0,1000,徳島  愛媛  他,令和5年4月14日（金）,suiexcel-9 (12).xlsx
養成かんぱち,1044,1kg,2106,0,1728,鹿児島  他,令和5年4月14日（金）,suiexcel-9 (12).xlsx
さけ,3194,1kg,2550,0,1100,ﾉﾙｳｪｰ  他,令和5年4月14日（金）,suiexcel-9 (12).xlsx
たこ,150,1kg,3900,0,1600,岩手  他,令和5年4月14日（金）,suiexcel-9 (12).xlsx
はまぐり,250,1kg,2376,0,972,千葉  他,令和5年4月14日（金）,suiexcel-9 (12).xlsx
しじみ,465,1kg,1296,0,216,島根  他,令和5年4月14日（金）,suiexcel-9 (12).xlsx
あさり,885,1kg,1404,0,486,中国  熊本  他,令和5年4月14日（金）,suiexcel-9 (12).xlsx
ほたて貝,841,1kg,864,0,648,北海道  他,令和5年4月14日（金）,suiexcel-9 (12).xlsx
冷凍もんごいか,120,1kg,4104,3780,1134,ﾓﾛｯｺ  他,令和5年4月14日（金）,suiexcel-9 (12).xlsx
冷凍たこ,0,0,0,0,0,,令和5年4月14日（金）,suiexcel-9 (12).xlsx
冷凍えび,1442,1kg,2592,1782,1080,ｲﾝﾄﾞ  他,令和5年4月14日（金）,suiexcel-9 (12).xlsx
塩さば,1058,1kg,756,648,540,国産  ﾉﾙｳｪｰ  他,令和5年4月14日（金）,suiexcel-9 (12).xlsx
塩さけ,1722,1kg,1400,0,1100,ﾁﾘ  他,令和5年4月14日（金）,suiexcel-9 (12).xlsx
塩すけそうこ,378,1kg,2570,0,1200,大阪  他,令和5年4月14日（金）,suiexcel-9 (12).xlsx
開干さんま,100,1kg,2160,0,1404,北海道  他,令和5年4月14日（金）,suiexcel-9 (12).xlsx
開干あじ,308,1kg,2250,0,950,長崎  他,令和5年4月14日（金）,suiexcel-9 (12).xlsx
若干かれい,200,1kg,2160,0,864,島根  他,令和5年4月14日（金）,suiexcel-9 (12).xlsx
ちりめん,2737,1kg,5184,0,1836,鹿児島  大分  他,令和5年4月14日（金）,suiexcel-9 (12).xlsx
なまりぶし,71,1kg,1880,0,900,静岡  他,令和5年4月14日（金）,suiexcel-9 (12).xlsx
ほたるいか,370,1kg,4104,0,2160,富山  兵庫  他,令和5年4月14日（金）,suiexcel-9 (12).xlsx
くろまぐろ,1592,1kg,4104,3888,3240,宮城  他,令和5年4月22日（土）,suiexcel-10 (12).xlsx
きわだ,1925,1kg,1512,1188,864,ｲﾝﾄﾞﾈｼｱ  沖縄  他,令和5年4月22日（土）,suiexcel-10 (12).xlsx
あじ,2832,1kg,432,0,324,長崎  和歌山  他,令和5年4月22日（土）,suiexcel-10 (12).xlsx
さば,2436,1kg,324,0,216,鳥取  千葉  他,令和5年4月22日（土）,suiexcel-10 (12).xlsx
まいわし,2200,1kg,378,0,270,鳥取  石川  他,令和5年4月22日（土）,suiexcel-10 (12).xlsx
養成ぶり,344,1kg,2350,0,1350,愛媛  長崎  他,令和5年4月22日（土）,suiexcel-10 (12).xlsx
かつお,3293,1kg,648,0,548,千葉  宮崎  他,令和5年4月22日（土）,suiexcel-10 (12).xlsx
養成まだい,5269,1Kg,1350,0,540,愛媛  他,令和5年4月22日（土）,suiexcel-10 (12).xlsx
さわら,718,1kg,1296,0,1080,兵庫  韓国  他,令和5年4月22日（土）,suiexcel-10 (12).xlsx
かれい,2270,1kg,648,0,432,福井  青森  他,令和5年4月22日（土）,suiexcel-10 (12).xlsx
養成はまち,475,1kg,1650,0,1000,徳島  愛媛  他,令和5年4月22日（土）,suiexcel-10 (12).xlsx
養成かんぱち,1320,1kg,2106,0,1728,鹿児島  他,令和5年4月22日（土）,suiexcel-10 (12).xlsx
さけ,3691,1kg,1836,0,1620,ﾉﾙｳｪｰ  他,令和5年4月22日（土）,suiexcel-10 (12).xlsx
たこ,333,1kg,4500,0,1000,福井  岩手  他,令和5年4月22日（土）,suiexcel-10 (12).xlsx
はまぐり,355,1kg,2376,0,972,千葉  他,令和5年4月22日（土）,suiexcel-10 (12).xlsx
しじみ,884,1kg,1296,0,216,島根  他,令和5年4月22日（土）,suiexcel-10 (12).xlsx
あさり,1199,1kg,1404,0,486,中国  熊本  他,令和5年4月22日（土）,suiexcel-10 (12).xlsx
ほたて貝,873,1kg,864,0,648,北海道  他,令和5年4月22日（土）,suiexcel-10 (12).xlsx
冷凍もんごいか,150,1kg,4104,3780,1134,ﾓﾛｯｺ  ｵﾏｰﾝ  他,令和5年4月22日（土）,suiexcel-10 (12).xlsx
冷凍たこ,0,0,0,0,0,,令和5年4月22日（土）,suiexcel-10 (12).xlsx
冷凍えび,1619,1kg,2592,1782,1080,ｲﾝﾄﾞ  他,令和5年4月22日（土）,suiexcel-10 (12).xlsx
塩さば,2412,1kg,1550,0,560,ﾉﾙｳｪｰ  国産  他,令和5年4月22日（土）,suiexcel-10 (12).xlsx
塩さけ,1625,1kg,2750,0,700,ﾁﾘ  他,令和5年4月22日（土）,suiexcel-10 (12).xlsx
塩すけそうこ,154,1kg,2570,0,1300,大阪  他,令和5年4月22日（土）,suiexcel-10 (12).xlsx
開干さんま,200,1kg,2160,0,1404,北海道  他,令和5年4月22日（土）,suiexcel-10 (12).xlsx
開干あじ,261,1kg,1944,0,1080,長崎  他,令和5年4月22日（土）,suiexcel-10 (12).xlsx
若干かれい,100,1kg,1944,0,864,兵庫  他,令和5年4月22日（土）,suiexcel-10 (12).xlsx
ちりめん,987,1kg,4104,0,1404,熊本  大分  他,令和5年4月22日（土）,suiexcel-10 (12).xlsx
なまりぶし,41,1kg,1880,0,900,静岡  他,令和5年4月22日（土）,suiexcel-10 (12).xlsx
ほたるいか,544,1kg,4104,0,1404,富山  兵庫  他,令和5年4月22日（土）,suiexcel-10 (12).xlsx
くろまぐろ,1018,1kg,3996,3780,3672,三重  長崎  他,令和5年4月24日（月）,suiexcel-11 (12).xlsx
きわだ,1174,1kg,1620,756,540,和歌山  沖縄  他,令和5年4月24日（月）,suiexcel-11 (12).xlsx
あじ,2756,1kg,432,0,324,長崎  和歌山  他,令和5年4月24日（月）,suiexcel-11 (12).xlsx
さば,2500,1kg,432,0,324,鳥取  千葉  他,令和5年4月24日（月）,suiexcel-11 (12).xlsx
まいわし,680,1kg,500,0,200,石川  鳥取  他,令和5年4月24日（月）,suiexcel-11 (12).xlsx
養成ぶり,164,1kg,1620,0,1512,長崎  愛媛  他,令和5年4月24日（月）,suiexcel-11 (12).xlsx
かつお,2832,1kg,648,0,432,鹿児島  宮崎  他,令和5年4月24日（月）,suiexcel-11 (12).xlsx
養成まだい,4445,1Kg,1350,0,540,愛媛  他,令和5年4月24日（月）,suiexcel-11 (12).xlsx
さわら,512,1kg,864,0,648,石川  韓国  他,令和5年4月24日（月）,suiexcel-11 (12).xlsx
かれい,1570,1kg,972,0,756,青森  他,令和5年4月24日（月）,suiexcel-11 (12).xlsx
養成はまち,670,1kg,1710,0,1100,徳島  愛媛  他,令和5年4月24日（月）,suiexcel-11 (12).xlsx
養成かんぱち,1785,1kg,2106,0,1728,鹿児島  他,令和5年4月24日（月）,suiexcel-11 (12).xlsx
さけ,2217,1kg,2850,0,1000,ﾉﾙｳｪｰ  他,令和5年4月24日（月）,suiexcel-11 (12).xlsx
たこ,209,1kg,3900,0,1100,福島  岩手  他,令和5年4月24日（月）,suiexcel-11 (12).xlsx
はまぐり,300,1kg,2376,0,972,千葉  他,令和5年4月24日（月）,suiexcel-11 (12).xlsx
しじみ,705,1kg,1296,0,216,島根  他,令和5年4月24日（月）,suiexcel-11 (12).xlsx
あさり,1263,1kg,1404,0,486,中国  熊本  他,令和5年4月24日（月）,suiexcel-11 (12).xlsx
ほたて貝,730,1kg,864,0,648,北海道  他,令和5年4月24日（月）,suiexcel-11 (12).xlsx
冷凍もんごいか,110,1kg,4104,3780,1134,ﾓﾛｯｺ  他,令和5年4月24日（月）,suiexcel-11 (12).xlsx
冷凍たこ,0,0,0,0,0,,令和5年4月24日（月）,suiexcel-11 (12).xlsx
冷凍えび,1340,1kg,2592,1782,1080,ｲﾝﾄﾞ  他,令和5年4月24日（月）,suiexcel-11 (12).xlsx
塩さば,1957,1kg,940,0,290,ﾉﾙｳｪｰ  国産  他,令和5年4月24日（月）,suiexcel-11 (12).xlsx
塩さけ,1824,1kg,2600,0,260,ﾁﾘ  他,令和5年4月24日（月）,suiexcel-11 (12).xlsx
塩すけそうこ,456,1kg,2780,0,1000,大阪  他,令和5年4月24日（月）,suiexcel-11 (12).xlsx
開干さんま,200,1kg,2160,0,1404,北海道  他,令和5年4月24日（月）,suiexcel-11 (12).xlsx
開干あじ,393,1kg,1944,0,1080,長崎  他,令和5年4月24日（月）,suiexcel-11 (12).xlsx
若干かれい,100,1kg,1944,0,864,兵庫  他,令和5年4月24日（月）,suiexcel-11 (12).xlsx
ちりめん,874,1kg,3200,0,1400,大分  鹿児島  他,令和5年4月24日（月）,suiexcel-11 (12).xlsx
なまりぶし,33,1kg,1880,0,900,静岡  他,令和5年4月24日（月）,suiexcel-11 (12).xlsx
ほたるいか,441,1kg,4320,0,1728,富山  兵庫  他,令和5年4月24日（月）,suiexcel-11 (12).xlsx
くろまぐろ,682,1kg,3888,3834,3780,宮城  長崎  他,令和5年4月25日（火）,suiexcel-12 (12).xlsx
きわだ,1583,1kg,1512,1080,756,ｲﾝﾄﾞﾈｼｱ  沖縄  他,令和5年4月25日（火）,suiexcel-12 (12).xlsx
あじ,1473,1kg,648,0,540,大分  和歌山  他,令和5年4月25日（火）,suiexcel-12 (12).xlsx
さば,2910,1kg,378,0,270,高知  千葉  他,令和5年4月25日（火）,suiexcel-12 (12).xlsx
まいわし,2241,1kg,324,0,216,千葉  石川  他,令和5年4月25日（火）,suiexcel-12 (12).xlsx
養成ぶり,214,1kg,1650,0,1350,愛媛  長崎  他,令和5年4月25日（火）,suiexcel-12 (12).xlsx
かつお,2573,1kg,972,0,756,千葉  宮崎  他,令和5年4月25日（火）,suiexcel-12 (12).xlsx
養成まだい,3219,1Kg,1350,0,540,愛媛  他,令和5年4月25日（火）,suiexcel-12 (12).xlsx
さわら,675,1kg,1404,0,1188,兵庫  韓国  他,令和5年4月25日（火）,suiexcel-12 (12).xlsx
かれい,1126,1kg,972,0,756,鳥取  青森  他,令和5年4月25日（火）,suiexcel-12 (12).xlsx
養成はまち,295,1kg,1650,0,1100,徳島  愛媛  他,令和5年4月25日（火）,suiexcel-12 (12).xlsx
養成かんぱち,858,1kg,2106,0,1728,鹿児島  他,令和5年4月25日（火）,suiexcel-12 (12).xlsx
さけ,2317,1kg,2052,0,1836,ﾉﾙｳｪｰ  他,令和5年4月25日（火）,suiexcel-12 (12).xlsx
たこ,202,1kg,3900,0,1000,岩手  福井  他,令和5年4月25日（火）,suiexcel-12 (12).xlsx
はまぐり,335,1kg,2376,0,972,千葉  他,令和5年4月25日（火）,suiexcel-12 (12).xlsx
しじみ,873,1kg,1296,0,216,島根  他,令和5年4月25日（火）,suiexcel-12 (12).xlsx
あさり,1251,1kg,1404,0,486,中国  熊本  他,令和5年4月25日（火）,suiexcel-12 (12).xlsx
ほたて貝,540,1kg,864,0,648,北海道  他,令和5年4月25日（火）,suiexcel-12 (12).xlsx
冷凍もんごいか,158,1kg,4200,0,1300,ｵﾏｰﾝ  他,令和5年4月25日（火）,suiexcel-12 (12).xlsx
冷凍たこ,0,0,0,0,0,,令和5年4月25日（火）,suiexcel-12 (12).xlsx
冷凍えび,443,1kg,4000,0,940,ｲﾝﾄﾞ  他,令和5年4月25日（火）,suiexcel-12 (12).xlsx
塩さば,1883,1kg,1430,0,200,ﾉﾙｳｪｰ  国産  他,令和5年4月25日（火）,suiexcel-12 (12).xlsx
塩さけ,220,1kg,1500,0,1000,ﾁﾘ  他,令和5年4月25日（火）,suiexcel-12 (12).xlsx
塩すけそうこ,166,1kg,2730,0,1600,大阪  他,令和5年4月25日（火）,suiexcel-12 (12).xlsx
開干さんま,200,1kg,2160,0,1404,北海道  他,令和5年4月25日（火）,suiexcel-12 (12).xlsx
開干あじ,349,1kg,1944,0,1080,長崎  他,令和5年4月25日（火）,suiexcel-12 (12).xlsx
若干かれい,200,1kg,1944,0,972,島根  他,令和5年4月25日（火）,suiexcel-12 (12).xlsx
ちりめん,1163,1kg,4320,0,3348,鹿児島  大分  他,令和5年4月25日（火）,suiexcel-12 (12).xlsx
なまりぶし,47,1kg,1880,0,900,静岡  他,令和5年4月25日（火）,suiexcel-12 (12).xlsx
ほたるいか,529,1kg,3780,0,2160,富山  兵庫  他,令和5年4月25日（火）,suiexcel-12 (12).xlsx
くろまぐろ,856,1kg,3996,3780,3240,高知  長崎  他,令和5年4月27日（木）,suiexcel-13 (12).xlsx
きわだ,580,1kg,3000,0,800,台湾  沖縄  他,令和5年4月27日（木）,suiexcel-13 (12).xlsx
あじ,743,1kg,1500,0,330,和歌山  大分  他,令和5年4月27日（木）,suiexcel-13 (12).xlsx
さば,2286,1kg,432,0,324,高知  千葉  他,令和5年4月27日（木）,suiexcel-13 (12).xlsx
まいわし,1883,1kg,324,0,216,千葉  石川  他,令和5年4月27日（木）,suiexcel-13 (12).xlsx
養成ぶり,224,1kg,1650,0,1350,愛媛  長崎  他,令和5年4月27日（木）,suiexcel-13 (12).xlsx
かつお,1658,1kg,1080,0,864,鹿児島  宮崎  他,令和5年4月27日（木）,suiexcel-13 (12).xlsx
養成まだい,4090,1kg,1250,0,830,愛媛  他,令和5年4月27日（木）,suiexcel-13 (12).xlsx
さわら,949,1kg,1404,0,1188,兵庫  韓国  他,令和5年4月27日（木）,suiexcel-13 (12).xlsx
かれい,3079,1kg,864,0,648,鳥取  青森  他,令和5年4月27日（木）,suiexcel-13 (12).xlsx
養成はまち,536,1kg,2060,0,1000,徳島  愛媛  他,令和5年4月27日（木）,suiexcel-13 (12).xlsx
養成かんぱち,1300,1kg,1850,0,1550,鹿児島  他,令和5年4月27日（木）,suiexcel-13 (12).xlsx
