品目,数量,単位,高値,安値,主な産地,日付,元ファイル
あさり,3342,1kg,890,370,,令和2年2月26日（水）,suiexcel-17 (13).xls
かき,3153,1kg,3000,330,,令和2年2月26日（水）,suiexcel-17 (13).xls
冷凍もんごいか,200,1kg,3888,540,,令和2年2月26日（水）,suiexcel-17 (13).xls
冷凍たこ,100,1kg,2808,486,,令和2年2月26日（水）,suiexcel-17 (13).xls
冷凍えび,623,1kg,4320,800,,令和2年2月26日（水）,suiexcel-17 (13).xls
塩さば,2034,1kg,760,330,,令和2年2月26日（水）,suiexcel-17 (13).xls
塩さけ,116,1kg,1350,440,,令和2年2月26日（水）,suiexcel-17 (13).xls
塩すけそうこ,307,1kg,2430,1110,,令和2年2月26日（水）,suiexcel-17 (13).xls
開干さんま,417,1kg,1500,350,,令和2年2月26日（水）,suiexcel-17 (13).xls
開干あじ,218,1kg,1320,650,,令和2年2月26日（水）,suiexcel-17 (13).xls
若干かれい,212,1kg,1670,880,,令和2年2月26日（水）,suiexcel-17 (13).xls
ちりめん,837,1kg,2530,900,,令和2年2月26日（水）,suiexcel-17 (13).xls
かますごかまあげ,28,1kg,2680,2680,,令和2年2月26日（水）,suiexcel-17 (13).xls
くろまぐろ,109,1kg,2900,690,,令和2年2月27日（木）,suiexcel-18 (13).xls
きわだ,972,1kg,2230,880,,令和2年2月27日（木）,suiexcel-18 (13).xls
あじ,2852,1kg,850,240,,令和2年2月27日（木）,suiexcel-18 (13).xls
さば,4780,1kg,700,170,,令和2年2月27日（木）,suiexcel-18 (13).xls
まいわし,1070,1kg,330,110,,令和2年2月27日（木）,suiexcel-18 (13).xls
養成ぶり,2027,1kg,2430,700,,令和2年2月27日（木）,suiexcel-18 (13).xls
養成まだい,4000,1kg,1375,200,,令和2年2月27日（木）,suiexcel-18 (13).xls
かれい,843,1kg,2500,730,,令和2年2月27日（木）,suiexcel-18 (13).xls
養成はまち,761,1kg,1210,700,,令和2年2月27日（木）,suiexcel-18 (13).xls
養成かんぱち,915,1kg,2010,1300,,令和2年2月27日（木）,suiexcel-18 (13).xls
するめいか,750,1kg,990,800,,令和2年2月27日（木）,suiexcel-18 (13).xls
さけ,1981,1kg,1850,600,,令和2年2月27日（木）,suiexcel-18 (13).xls
たこ,243,1kg,4330,720,,令和2年2月27日（木）,suiexcel-18 (13).xls
かに,154,1kg,5500,1500,,令和2年2月27日（木）,suiexcel-18 (13).xls
はまぐり,254,1kg,2200,500,,令和2年2月27日（木）,suiexcel-18 (13).xls
あさり,829,1kg,890,260,,令和2年2月27日（木）,suiexcel-18 (13).xls
かき,3989,1kg,3000,330,,令和2年2月27日（木）,suiexcel-18 (13).xls
冷凍もんごいか,200,1kg,3888,540,,令和2年2月27日（木）,suiexcel-18 (13).xls
冷凍たこ,100,1kg,2808,486,,令和2年2月27日（木）,suiexcel-18 (13).xls
冷凍えび,672,1kg,4320,750,,令和2年2月27日（木）,suiexcel-18 (13).xls
塩さば,1506,1kg,660,330,,令和2年2月27日（木）,suiexcel-18 (13).xls
塩さけ,56,1kg,900,750,,令和2年2月27日（木）,suiexcel-18 (13).xls
塩すけそうこ,439,1kg,2210,650,,令和2年2月27日（木）,suiexcel-18 (13).xls
開干さんま,196,1kg,1500,350,,令和2年2月27日（木）,suiexcel-18 (13).xls
開干あじ,391,1kg,1320,140,,令和2年2月27日（木）,suiexcel-18 (13).xls
若干かれい,100,1kg,1650,880,,令和2年2月27日（木）,suiexcel-18 (13).xls
ちりめん,651,1kg,2300,500,,令和2年2月27日（木）,suiexcel-18 (13).xls
かますごかまあげ,11,1kg,3210,2860,,令和2年2月27日（木）,suiexcel-18 (13).xls
くろまぐろ,170,1kg,2900,2750,,令和2年2月28日（金）,suiexcel-19 (12).xls
きわだ,567,1kg,2320,110,,令和2年2月28日（金）,suiexcel-19 (12).xls
あじ,1241,1kg,850,240,,令和2年2月28日（金）,suiexcel-19 (12).xls
さば,2930,1kg,2000,220,,令和2年2月28日（金）,suiexcel-19 (12).xls
まいわし,1720,1kg,330,100,,令和2年2月28日（金）,suiexcel-19 (12).xls
養成ぶり,2368,1kg,1700,240,,令和2年2月28日（金）,suiexcel-19 (12).xls
養成まだい,4040,1kg,1375,550,,令和2年2月28日（金）,suiexcel-19 (12).xls
さごし,129,1kg,480,110,,令和2年2月28日（金）,suiexcel-19 (12).xls
かれい,1082,1kg,990,730,,令和2年2月28日（金）,suiexcel-19 (12).xls
養成はまち,805,1kg,1230,700,,令和2年2月28日（金）,suiexcel-19 (12).xls
養成かんぱち,1142,1kg,1980,1300,,令和2年2月28日（金）,suiexcel-19 (12).xls
するめいか,1150,1kg,880,740,,令和2年2月28日（金）,suiexcel-19 (12).xls
さけ,2356,1kg,1850,630,,令和2年2月28日（金）,suiexcel-19 (12).xls
たこ,221,1kg,4330,720,,令和2年2月28日（金）,suiexcel-19 (12).xls
かに,245,1kg,7140,630,,令和2年2月28日（金）,suiexcel-19 (12).xls
はまぐり,344,1kg,3300,900,,令和2年2月28日（金）,suiexcel-19 (12).xls
あさり,2565,1kg,890,300,,令和2年2月28日（金）,suiexcel-19 (12).xls
かき,3770,1kg,3400,750,,令和2年2月28日（金）,suiexcel-19 (12).xls
冷凍もんごいか,210,1kg,3888,540,,令和2年2月28日（金）,suiexcel-19 (12).xls
冷凍たこ,100,1kg,2808,486,,令和2年2月28日（金）,suiexcel-19 (12).xls
冷凍えび,1004,1kg,4320,800,,令和2年2月28日（金）,suiexcel-19 (12).xls
塩さば,1990,1kg,660,330,,令和2年2月28日（金）,suiexcel-19 (12).xls
塩さけ,386,1kg,1680,650,,令和2年2月28日（金）,suiexcel-19 (12).xls
塩すけそうこ,159,1kg,2310,850,,令和2年2月28日（金）,suiexcel-19 (12).xls
開干さんま,285,1kg,1500,350,,令和2年2月28日（金）,suiexcel-19 (12).xls
開干あじ,190,1kg,1320,650,,令和2年2月28日（金）,suiexcel-19 (12).xls
若干かれい,231,1kg,1650,880,,令和2年2月28日（金）,suiexcel-19 (12).xls
ちりめん,481,1kg,2970,990,,令和2年2月28日（金）,suiexcel-19 (12).xls
かますごかまあげ,66,1kg,3300,1000,,令和2年2月28日（金）,suiexcel-19 (12).xls
くろまぐろ,229,1kg,2900,2750,,令和2年2月29日（土）,suiexcel-20 (10).xls
きわだ,1695,1kg,2320,600,,令和2年2月29日（土）,suiexcel-20 (10).xls
あじ,851,1kg,1400,430,,令和2年2月29日（土）,suiexcel-20 (10).xls
さば,2570,1kg,2000,200,,令和2年2月29日（土）,suiexcel-20 (10).xls
まいわし,1680,1kg,330,120,,令和2年2月29日（土）,suiexcel-20 (10).xls
養成ぶり,3339,1kg,2430,650,,令和2年2月29日（土）,suiexcel-20 (10).xls
養成まだい,4814,1kg,2980,660,,令和2年2月29日（土）,suiexcel-20 (10).xls
さごし,80,1kg,880,660,,令和2年2月29日（土）,suiexcel-20 (10).xls
かれい,1752,1kg,1530,390,,令和2年2月29日（土）,suiexcel-20 (10).xls
養成はまち,981,1kg,1210,700,,令和2年2月29日（土）,suiexcel-20 (10).xls
養成かんぱち,1262,1kg,1980,1300,,令和2年2月29日（土）,suiexcel-20 (10).xls
するめいか,1350,1kg,900,640,,令和2年2月29日（土）,suiexcel-20 (10).xls
さけ,2562,1kg,4790,500,,令和2年2月29日（土）,suiexcel-20 (10).xls
たこ,397,1kg,4330,880,,令和2年2月29日（土）,suiexcel-20 (10).xls
かに,192,1kg,5500,650,,令和2年2月29日（土）,suiexcel-20 (10).xls
はまぐり,503,1kg,3300,550,,令和2年2月29日（土）,suiexcel-20 (10).xls
あさり,2696,1kg,890,350,,令和2年2月29日（土）,suiexcel-20 (10).xls
かき,5202,1kg,2000,260,,令和2年2月29日（土）,suiexcel-20 (10).xls
冷凍もんごいか,200,1kg,3888,540,,令和2年2月29日（土）,suiexcel-20 (10).xls
冷凍たこ,100,1kg,2808,486,,令和2年2月29日（土）,suiexcel-20 (10).xls
冷凍えび,810,1kg,4320,750,,令和2年2月29日（土）,suiexcel-20 (10).xls
塩さば,2000,1kg,3550,330,,令和2年2月29日（土）,suiexcel-20 (10).xls
塩さけ,942,1kg,1350,280,,令和2年2月29日（土）,suiexcel-20 (10).xls
塩すけそうこ,1338,1kg,1800,850,,令和2年2月29日（土）,suiexcel-20 (10).xls
開干さんま,340,1kg,1500,300,,令和2年2月29日（土）,suiexcel-20 (10).xls
開干あじ,373,1kg,2000,600,,令和2年2月29日（土）,suiexcel-20 (10).xls
若干かれい,116,1kg,1650,880,,令和2年2月29日（土）,suiexcel-20 (10).xls
ちりめん,134,1kg,2970,950,,令和2年2月29日（土）,suiexcel-20 (10).xls
かますごかまあげ,34,1kg,3210,2680,,令和2年2月29日（土）,suiexcel-20 (10).xls
くろまぐろ,61,1kg,2900,2900,,令和2年3月2日（月）,suiexcel (64).xls
きわだ,2340,1kg,2320,300,,令和2年3月2日（月）,suiexcel (64).xls
あじ,1550,1kg,770,240,,令和2年3月2日（月）,suiexcel (64).xls
さば,3632,1kg,2000,275,,令和2年3月2日（月）,suiexcel (64).xls
まいわし,1263,1kg,380,110,,令和2年3月2日（月）,suiexcel (64).xls
養成ぶり,3340,1kg,1580,680,,令和2年3月2日（月）,suiexcel (64).xls
養成まだい,4998,1kg,1375,500,,令和2年3月2日（月）,suiexcel (64).xls
さごし,68,1kg,650,650,,令和2年3月2日（月）,suiexcel (64).xls
かれい,2265,1kg,2000,330,,令和2年3月2日（月）,suiexcel (64).xls
養成はまち,1520,1kg,1210,300,,令和2年3月2日（月）,suiexcel (64).xls
養成かんぱち,1421,1kg,1980,1100,,令和2年3月2日（月）,suiexcel (64).xls
するめいか,3376,1kg,2060,500,,令和2年3月2日（月）,suiexcel (64).xls
さけ,4060,1kg,1850,630,,令和2年3月2日（月）,suiexcel (64).xls
たこ,543,1kg,7300,730,,令和2年3月2日（月）,suiexcel (64).xls
かに,614,1kg,5000,500,,令和2年3月2日（月）,suiexcel (64).xls
はまぐり,3704,1kg,3300,580,,令和2年3月2日（月）,suiexcel (64).xls
あさり,4620,1kg,890,400,,令和2年3月2日（月）,suiexcel (64).xls
かき,4701,1kg,3000,300,,令和2年3月2日（月）,suiexcel (64).xls
冷凍もんごいか,208,1kg,3888,756,,令和2年3月2日（月）,suiexcel (64).xls
冷凍たこ,100,1kg,2484,864,,令和2年3月2日（月）,suiexcel (64).xls
冷凍えび,736,1kg,4428,756,,令和2年3月2日（月）,suiexcel (64).xls
塩さば,8018,1kg,1130,320,,令和2年3月2日（月）,suiexcel (64).xls
塩さけ,8670,1kg,2200,610,,令和2年3月2日（月）,suiexcel (64).xls
塩すけそうこ,1789,1kg,2970,800,,令和2年3月2日（月）,suiexcel (64).xls
開干さんま,422,1kg,1500,300,,令和2年3月2日（月）,suiexcel (64).xls
開干あじ,472,1kg,1320,990,,令和2年3月2日（月）,suiexcel (64).xls
ちりめん,708,1kg,2310,900,,令和2年3月2日（月）,suiexcel (64).xls
かますごかまあげ,50,1kg,3210,2860,,令和2年3月2日（月）,suiexcel (64).xls
きわだ,2051,1kg,2320,440,,令和2年3月3日（火）,suiexcel-1 (16).xls
あじ,1051,1kg,2500,250,,令和2年3月3日（火）,suiexcel-1 (16).xls
さば,5429,1kg,2000,110,,令和2年3月3日（火）,suiexcel-1 (16).xls
まいわし,3150,1kg,275,100,,令和2年3月3日（火）,suiexcel-1 (16).xls
養成ぶり,2769,1kg,2430,680,,令和2年3月3日（火）,suiexcel-1 (16).xls
養成まだい,4073,1kg,1375,850,,令和2年3月3日（火）,suiexcel-1 (16).xls
さごし,163,1kg,770,550,,令和2年3月3日（火）,suiexcel-1 (16).xls
かれい,2029,1kg,900,180,,令和2年3月3日（火）,suiexcel-1 (16).xls
養成はまち,702,1kg,1210,900,,令和2年3月3日（火）,suiexcel-1 (16).xls
養成かんぱち,991,1kg,1980,1300,,令和2年3月3日（火）,suiexcel-1 (16).xls
するめいか,970,1kg,840,440,,令和2年3月3日（火）,suiexcel-1 (16).xls
さけ,2754,1kg,1800,390,,令和2年3月3日（火）,suiexcel-1 (16).xls
たこ,504,1kg,4330,670,,令和2年3月3日（火）,suiexcel-1 (16).xls
かに,259,1kg,4800,300,,令和2年3月3日（火）,suiexcel-1 (16).xls
はまぐり,810,1kg,3000,500,,令和2年3月3日（火）,suiexcel-1 (16).xls
あさり,4258,1kg,990,200,,令和2年3月3日（火）,suiexcel-1 (16).xls
かき,4656,1kg,3000,290,,令和2年3月3日（火）,suiexcel-1 (16).xls
冷凍もんごいか,200,1kg,3888,756,,令和2年3月3日（火）,suiexcel-1 (16).xls
冷凍たこ,100,1kg,2484,864,,令和2年3月3日（火）,suiexcel-1 (16).xls
冷凍えび,817,1kg,4428,720,,令和2年3月3日（火）,suiexcel-1 (16).xls
塩さば,3607,1kg,3550,330,,令和2年3月3日（火）,suiexcel-1 (16).xls
塩さけ,3316,1kg,3300,650,,令和2年3月3日（火）,suiexcel-1 (16).xls
塩すけそうこ,265,1kg,2750,850,,令和2年3月3日（火）,suiexcel-1 (16).xls
開干さんま,675,1kg,1500,350,,令和2年3月3日（火）,suiexcel-1 (16).xls
開干あじ,257,1kg,1320,650,,令和2年3月3日（火）,suiexcel-1 (16).xls
ちりめん,448,1kg,3300,550,,令和2年3月3日（火）,suiexcel-1 (16).xls
かますごかまあげ,28,1kg,2860,2500,,令和2年3月3日（火）,suiexcel-1 (16).xls
くろまぐろ,178,1kg,2900,2600,,令和2年3月5日（木）,suiexcel-2 (16).xls
きわだ,1377,1kg,2320,440,,令和2年3月5日（木）,suiexcel-2 (16).xls
あじ,1149,1kg,950,200,,令和2年3月5日（木）,suiexcel-2 (16).xls
さば,3580,1kg,600,160,,令和2年3月5日（木）,suiexcel-2 (16).xls
まいわし,990,1kg,220,100,,令和2年3月5日（木）,suiexcel-2 (16).xls
養成ぶり,1965,1kg,2430,700,,令和2年3月5日（木）,suiexcel-2 (16).xls
養成まだい,4521,1kg,1375,500,,令和2年3月5日（木）,suiexcel-2 (16).xls
さごし,120,1kg,770,550,,令和2年3月5日（木）,suiexcel-2 (16).xls
かれい,1740,1kg,2500,330,,令和2年3月5日（木）,suiexcel-2 (16).xls
養成はまち,999,1kg,1210,700,,令和2年3月5日（木）,suiexcel-2 (16).xls
養成かんぱち,1160,1kg,1980,1300,,令和2年3月5日（木）,suiexcel-2 (16).xls
するめいか,1685,1kg,940,600,,令和2年3月5日（木）,suiexcel-2 (16).xls
さけ,2674,1kg,1850,630,,令和2年3月5日（木）,suiexcel-2 (16).xls
たこ,419,1kg,4330,825,,令和2年3月5日（木）,suiexcel-2 (16).xls
かに,343,1kg,7140,510,,令和2年3月5日（木）,suiexcel-2 (16).xls
はまぐり,220,1kg,2200,400,,令和2年3月5日（木）,suiexcel-2 (16).xls
あさり,3184,1kg,990,200,,令和2年3月5日（木）,suiexcel-2 (16).xls
かき,5067,1kg,3400,300,,令和2年3月5日（木）,suiexcel-2 (16).xls
冷凍もんごいか,200,1kg,3888,756,,令和2年3月5日（木）,suiexcel-2 (16).xls
冷凍たこ,100,1kg,2484,864,,令和2年3月5日（木）,suiexcel-2 (16).xls
冷凍えび,951,1kg,4428,720,,令和2年3月5日（木）,suiexcel-2 (16).xls
塩さば,3160,1kg,3100,410,,令和2年3月5日（木）,suiexcel-2 (16).xls
塩さけ,2906,1kg,1600,550,,令和2年3月5日（木）,suiexcel-2 (16).xls
塩すけそうこ,717,1kg,2750,880,,令和2年3月5日（木）,suiexcel-2 (16).xls
塩さんま,5600,1kg,770,550,,令和2年3月5日（木）,suiexcel-2 (16).xls
開干さんま,331,1kg,1500,350,,令和2年3月5日（木）,suiexcel-2 (16).xls
開干あじ,460,1kg,1320,920,,令和2年3月5日（木）,suiexcel-2 (16).xls
ちりめん,1241,1kg,3520,650,,令和2年3月5日（木）,suiexcel-2 (16).xls
かますごかまあげ,17,1kg,3210,2800,,令和2年3月5日（木）,suiexcel-2 (16).xls
きわだ,1405,1kg,2320,540,,令和2年3月6日（金）,suiexcel-3 (16).xls
あじ,1243,1kg,1100,530,,令和2年3月6日（金）,suiexcel-3 (16).xls
さば,2420,1kg,600,216,,令和2年3月6日（金）,suiexcel-3 (16).xls
まいわし,1050,1kg,200,130,,令和2年3月6日（金）,suiexcel-3 (16).xls
養成ぶり,1699,1kg,2430,700,,令和2年3月6日（金）,suiexcel-3 (16).xls
養成まだい,3864,1kg,1350,740,,令和2年3月6日（金）,suiexcel-3 (16).xls
さごし,400,1kg,756,540,,令和2年3月6日（金）,suiexcel-3 (16).xls
かれい,713,1kg,900,648,,令和2年3月6日（金）,suiexcel-3 (16).xls
養成はまち,726,1kg,1188,500,,令和2年3月6日（金）,suiexcel-3 (16).xls
養成かんぱち,1028,1kg,1944,1500,,令和2年3月6日（金）,suiexcel-3 (16).xls
するめいか,386,1kg,2060,720,,令和2年3月6日（金）,suiexcel-3 (16).xls
さけ,2925,1kg,1850,530,,令和2年3月6日（金）,suiexcel-3 (16).xls
たこ,210,1kg,5500,900,,令和2年3月6日（金）,suiexcel-3 (16).xls
かに,91,1kg,5000,2140,,令和2年3月6日（金）,suiexcel-3 (16).xls
はまぐり,205,1kg,2160,1080,,令和2年3月6日（金）,suiexcel-3 (16).xls
あさり,2526,1kg,890,360,,令和2年3月6日（金）,suiexcel-3 (16).xls
かき,3953,1kg,3000,600,,令和2年3月6日（金）,suiexcel-3 (16).xls
冷凍もんごいか,200,1kg,3888,756,,令和2年3月6日（金）,suiexcel-3 (16).xls
冷凍たこ,2190,1kg,2484,864,,令和2年3月6日（金）,suiexcel-3 (16).xls
冷凍えび,604,1kg,4428,720,,令和2年3月6日（金）,suiexcel-3 (16).xls
塩さば,3511,1kg,3500,410,,令和2年3月6日（金）,suiexcel-3 (16).xls
塩さけ,6416,1kg,1700,650,,令和2年3月6日（金）,suiexcel-3 (16).xls
塩すけそうこ,549,1kg,2750,700,,令和2年3月6日（金）,suiexcel-3 (16).xls
開干さんま,291,1kg,1500,350,,令和2年3月6日（金）,suiexcel-3 (16).xls
開干あじ,151,1kg,1296,650,,令和2年3月6日（金）,suiexcel-3 (16).xls
ちりめん,649,1kg,2000,500,,令和2年3月6日（金）,suiexcel-3 (16).xls
くろまぐろ,125,1kg,2900,2750,,令和2年3月7日（土）,suiexcel-4 (16).xls
きわだ,1077,1kg,2320,324,,令和2年3月7日（土）,suiexcel-4 (16).xls
あじ,947,1kg,1500,324,,令和2年3月7日（土）,suiexcel-4 (16).xls
さば,3821,1kg,2000,150,,令和2年3月7日（土）,suiexcel-4 (16).xls
まいわし,1740,1kg,216,108,,令和2年3月7日（土）,suiexcel-4 (16).xls
養成ぶり,2415,1kg,2430,680,,令和2年3月7日（土）,suiexcel-4 (16).xls
養成まだい,4967,1kg,1350,650,,令和2年3月7日（土）,suiexcel-4 (16).xls
さごし,120,1kg,864,648,,令和2年3月7日（土）,suiexcel-4 (16).xls
かれい,483,1kg,1400,300,,令和2年3月7日（土）,suiexcel-4 (16).xls
養成はまち,838,1kg,1188,700,,令和2年3月7日（土）,suiexcel-4 (16).xls
養成かんぱち,1237,1kg,1944,1300,,令和2年3月7日（土）,suiexcel-4 (16).xls
するめいか,250,1kg,1188,1080,,令和2年3月7日（土）,suiexcel-4 (16).xls
さけ,3660,1kg,1850,360,,令和2年3月7日（土）,suiexcel-4 (16).xls
たこ,211,1kg,4330,864,,令和2年3月7日（土）,suiexcel-4 (16).xls
かに,119,1kg,5000,2140,,令和2年3月7日（土）,suiexcel-4 (16).xls
はまぐり,249,1kg,2160,300,,令和2年3月7日（土）,suiexcel-4 (16).xls
あさり,2832,1kg,890,300,,令和2年3月7日（土）,suiexcel-4 (16).xls
かき,5065,1kg,3000,330,,令和2年3月7日（土）,suiexcel-4 (16).xls
冷凍もんごいか,284,1kg,3888,750,,令和2年3月7日（土）,suiexcel-4 (16).xls
冷凍たこ,100,1kg,2484,864,,令和2年3月7日（土）,suiexcel-4 (16).xls
冷凍えび,652,1kg,4428,720,,令和2年3月7日（土）,suiexcel-4 (16).xls
塩さば,3558,1kg,648,324,,令和2年3月7日（土）,suiexcel-4 (16).xls
塩さけ,3344,1kg,900,432,,令和2年3月7日（土）,suiexcel-4 (16).xls
塩すけそうこ,1283,1kg,3350,850,,令和2年3月7日（土）,suiexcel-4 (16).xls
開干さんま,257,1kg,1500,350,,令和2年3月7日（土）,suiexcel-4 (16).xls
開干あじ,235,1kg,1296,620,,令和2年3月7日（土）,suiexcel-4 (16).xls
ちりめん,1010,1kg,3024,500,,令和2年3月7日（土）,suiexcel-4 (16).xls
かますごかまあげ,19,1kg,4400,2850,,令和2年3月7日（土）,suiexcel-4 (16).xls
くろまぐろ,70,1kg,2900,2850,,令和2年3月9日（月）,suiexcel-5 (16).xls
きわだ,1041,1kg,2320,510,,令和2年3月9日（月）,suiexcel-5 (16).xls
あじ,1466,1kg,900,200,,令和2年3月9日（月）,suiexcel-5 (16).xls
さば,3485,1kg,800,300,,令和2年3月9日（月）,suiexcel-5 (16).xls
まいわし,2590,1kg,330,150,,令和2年3月9日（月）,suiexcel-5 (16).xls
養成ぶり,2297,1kg,1520,650,,令和2年3月9日（月）,suiexcel-5 (16).xls
養成まだい,4891,1kg,1350,600,,令和2年3月9日（月）,suiexcel-5 (16).xls
さごし,420,1kg,864,648,,令和2年3月9日（月）,suiexcel-5 (16).xls
かれい,2857,1kg,2200,600,,令和2年3月9日（月）,suiexcel-5 (16).xls
養成はまち,1100,1kg,1188,700,,令和2年3月9日（月）,suiexcel-5 (16).xls
養成かんぱち,1201,1kg,1944,1100,,令和2年3月9日（月）,suiexcel-5 (16).xls
するめいか,890,1kg,1080,860,,令和2年3月9日（月）,suiexcel-5 (16).xls
さけ,1923,1kg,1850,900,,令和2年3月9日（月）,suiexcel-5 (16).xls
たこ,174,1kg,4330,864,,令和2年3月9日（月）,suiexcel-5 (16).xls
かに,253,1kg,5000,750,,令和2年3月9日（月）,suiexcel-5 (16).xls
はまぐり,254,1kg,2160,400,,令和2年3月9日（月）,suiexcel-5 (16).xls
あさり,3302,1kg,900,350,,令和2年3月9日（月）,suiexcel-5 (16).xls
かき,3723,1kg,3000,330,,令和2年3月9日（月）,suiexcel-5 (16).xls
冷凍もんごいか,200,1kg,3888,756,,令和2年3月9日（月）,suiexcel-5 (16).xls
冷凍たこ,100,1kg,2484,864,,令和2年3月9日（月）,suiexcel-5 (16).xls
冷凍えび,692,1kg,4428,756,,令和2年3月9日（月）,suiexcel-5 (16).xls
塩さば,2712,1kg,800,324,,令和2年3月9日（月）,suiexcel-5 (16).xls
塩さけ,1136,1kg,730,730,,令和2年3月9日（月）,suiexcel-5 (16).xls
塩すけそうこ,864,1kg,3900,700,,令和2年3月9日（月）,suiexcel-5 (16).xls
開干さんま,281,1kg,1500,180,,令和2年3月9日（月）,suiexcel-5 (16).xls
開干あじ,229,1kg,1296,620,,令和2年3月9日（月）,suiexcel-5 (16).xls
ちりめん,1363,1kg,2000,540,,令和2年3月9日（月）,suiexcel-5 (16).xls
かますごかまあげ,39,1kg,2860,2680,,令和2年3月9日（月）,suiexcel-5 (16).xls
きわだ,1053,1kg,2320,864,,令和2年3月10日（火）,suiexcel-6 (16).xls
あじ,715,1kg,2500,320,,令和2年3月10日（火）,suiexcel-6 (16).xls
さば,6034,1kg,760,216,,令和2年3月10日（火）,suiexcel-6 (16).xls
まいわし,2910,1kg,330,210,,令和2年3月10日（火）,suiexcel-6 (16).xls
養成ぶり,1961,1kg,2430,650,,令和2年3月10日（火）,suiexcel-6 (16).xls
養成まだい,4098,1kg,1350,450,,令和2年3月10日（火）,suiexcel-6 (16).xls
さごし,280,1kg,756,540,,令和2年3月10日（火）,suiexcel-6 (16).xls
かれい,1480,1kg,1800,230,,令和2年3月10日（火）,suiexcel-6 (16).xls
養成はまち,667,1kg,1188,700,,令和2年3月10日（火）,suiexcel-6 (16).xls
養成かんぱち,770,1kg,1944,1300,,令和2年3月10日（火）,suiexcel-6 (16).xls
するめいか,736,1kg,2060,920,,令和2年3月10日（火）,suiexcel-6 (16).xls
さけ,1966,1kg,1750,1000,,令和2年3月10日（火）,suiexcel-6 (16).xls
たこ,276,1kg,4330,864,,令和2年3月10日（火）,suiexcel-6 (16).xls
かに,142,1kg,5000,2140,,令和2年3月10日（火）,suiexcel-6 (16).xls
はまぐり,229,1kg,2160,900,,令和2年3月10日（火）,suiexcel-6 (16).xls
あさり,2924,1kg,890,300,,令和2年3月10日（火）,suiexcel-6 (16).xls
かき,3658,1kg,3000,400,,令和2年3月10日（火）,suiexcel-6 (16).xls
冷凍もんごいか,200,1kg,3888,756,,令和2年3月10日（火）,suiexcel-6 (16).xls
冷凍たこ,100,1kg,2484,864,,令和2年3月10日（火）,suiexcel-6 (16).xls
冷凍えび,620,1kg,4428,750,,令和2年3月10日（火）,suiexcel-6 (16).xls
塩さば,3586,1kg,930,324,,令和2年3月10日（火）,suiexcel-6 (16).xls
塩さけ,350,1kg,1320,660,,令和2年3月10日（火）,suiexcel-6 (16).xls
塩すけそうこ,407,1kg,3000,850,,令和2年3月10日（火）,suiexcel-6 (16).xls
開干さんま,434,1kg,1500,350,,令和2年3月10日（火）,suiexcel-6 (16).xls
開干あじ,191,1kg,1296,600,,令和2年3月10日（火）,suiexcel-6 (16).xls
ちりめん,2208,1kg,2800,864,,令和2年3月10日（火）,suiexcel-6 (16).xls
かますごかまあげ,45,1kg,2500,1960,,令和2年3月10日（火）,suiexcel-6 (16).xls
くろまぐろ,349,1kg,2900,2600,,令和2年3月12日（木）,suiexcel-7 (16).xls
きわだ,1346,1kg,2320,450,,令和2年3月12日（木）,suiexcel-7 (16).xls
あじ,1294,1kg,1100,200,,令和2年3月12日（木）,suiexcel-7 (16).xls
さば,785,1kg,432,270,,令和2年3月12日（木）,suiexcel-7 (16).xls
まいわし,2690,1kg,320,108,,令和2年3月12日（木）,suiexcel-7 (16).xls
養成ぶり,1843,1kg,2430,650,,令和2年3月12日（木）,suiexcel-7 (16).xls
養成まだい,4102,1kg,1350,700,,令和2年3月12日（木）,suiexcel-7 (16).xls
さごし,480,1kg,756,540,,令和2年3月12日（木）,suiexcel-7 (16).xls
かれい,1927,1kg,2200,432,,令和2年3月12日（木）,suiexcel-7 (16).xls
養成はまち,1089,1kg,1188,900,,令和2年3月12日（木）,suiexcel-7 (16).xls
養成かんぱち,1157,1kg,1944,1300,,令和2年3月12日（木）,suiexcel-7 (16).xls
するめいか,570,1kg,1080,800,,令和2年3月12日（木）,suiexcel-7 (16).xls
さけ,3334,1kg,1650,300,,令和2年3月12日（木）,suiexcel-7 (16).xls
たこ,249,1kg,4330,640,,令和2年3月12日（木）,suiexcel-7 (16).xls
かに,287,1kg,5000,750,,令和2年3月12日（木）,suiexcel-7 (16).xls
はまぐり,261,1kg,2160,400,,令和2年3月12日（木）,suiexcel-7 (16).xls
あさり,3328,1kg,890,330,,令和2年3月12日（木）,suiexcel-7 (16).xls
かき,3031,1kg,3400,300,,令和2年3月12日（木）,suiexcel-7 (16).xls
冷凍もんごいか,200,1kg,3888,756,,令和2年3月12日（木）,suiexcel-7 (16).xls
冷凍たこ,280,1kg,2484,864,,令和2年3月12日（木）,suiexcel-7 (16).xls
冷凍えび,662,1kg,4428,756,,令和2年3月12日（木）,suiexcel-7 (16).xls
塩さば,5417,1kg,3100,324,,令和2年3月12日（木）,suiexcel-7 (16).xls
塩さけ,3552,1kg,6484,630,,令和2年3月12日（木）,suiexcel-7 (16).xls
塩すけそうこ,553,1kg,3690,700,,令和2年3月12日（木）,suiexcel-7 (16).xls
開干さんま,269,1kg,1500,550,,令和2年3月12日（木）,suiexcel-7 (16).xls
開干あじ,341,1kg,1296,650,,令和2年3月12日（木）,suiexcel-7 (16).xls
