品目,数量,単位,高値,中値,安値,主な産地,日付,元ファイル
養成かんぱち,1066,1kg,2106,0,1728,愛媛  鹿児島  他,令和4年11月18日（金）,suiexcel-12 (7).xlsx
するめいか,580,1kg,810,0,702,宮城  他,令和4年11月18日（金）,suiexcel-12 (7).xlsx
さけ,1858,1kg,2160,0,1944,ﾉﾙｳｪｰ  他,令和4年11月18日（金）,suiexcel-12 (7).xlsx
たこ,133.5,1kg,3900,0,1500,宮城  他,令和4年11月18日（金）,suiexcel-12 (7).xlsx
かに,136,1kg,13500,0,1400,鳥取  兵庫  他,令和4年11月18日（金）,suiexcel-12 (7).xlsx
はまぐり,275,1kg,2052,0,1080,千葉  中国  他,令和4年11月18日（金）,suiexcel-12 (7).xlsx
あさり,568,1kg,1188,0,486,北海道  熊本  他,令和4年11月18日（金）,suiexcel-12 (7).xlsx
かき,2027,1kg,4330,0,830,広島  他,令和4年11月18日（金）,suiexcel-12 (7).xlsx
冷凍たこ,0,0,0,0,0,,令和4年11月18日（金）,suiexcel-12 (7).xlsx
冷凍かに,431,1kg,5940,4860,3240,ﾓﾛｯｺ  ﾛｼｱ  他,令和4年11月18日（金）,suiexcel-12 (7).xlsx
冷凍えび,1504,1kg,6480,4320,2160,ｲﾝﾄﾞ  他,令和4年11月18日（金）,suiexcel-12 (7).xlsx
塩さば,1914,1kg,756,540,324,国産  ﾉﾙｳｪｰ  他,令和4年11月18日（金）,suiexcel-12 (7).xlsx
塩さけ,540,1kg,1100,0,800,ﾛｼｱ  他,令和4年11月18日（金）,suiexcel-12 (7).xlsx
塩すけそうこ,149,1kg,2780,0,1330,ﾛｼｱ  他,令和4年11月18日（金）,suiexcel-12 (7).xlsx
塩かずのこ,1064,1kg,8640,5400,3780,ｱﾒﾘｶ  ｶﾅﾀﾞ  他,令和4年11月18日（金）,suiexcel-12 (7).xlsx
開干さんま,202,1kg,2160,0,1404,北海道  他,令和4年11月18日（金）,suiexcel-12 (7).xlsx
開干あじ,251,1kg,1944,0,1080,長崎  ﾉﾙｳｪｰ  他,令和4年11月18日（金）,suiexcel-12 (7).xlsx
若干かれい,148,1kg,2160,0,864,島根  他,令和4年11月18日（金）,suiexcel-12 (7).xlsx
ちりめん,665,1kg,4644,0,540,兵庫  大分  他,令和4年11月18日（金）,suiexcel-12 (7).xlsx
茹かに,100,1kg,7560,0,3240,兵庫  他,令和4年11月18日（金）,suiexcel-12 (7).xlsx
くろまぐろ,698,1kg,3996,3726,3564,長崎  他,令和4年11月26日（土）,suiexcel-13 (7).xlsx
きわだ,292,1kg,1944,1620,1080,和歌山  他,令和4年11月26日（土）,suiexcel-13 (7).xlsx
あじ,2798,1kg,486,0,378,長崎  他,令和4年11月26日（土）,suiexcel-13 (7).xlsx
さば,3078,1kg,540,0,432,北海道  長崎  他,令和4年11月26日（土）,suiexcel-13 (7).xlsx
まいわし,812,1kg,1400,0,300,三重  北海道  他,令和4年11月26日（土）,suiexcel-13 (7).xlsx
養成ぶり,1115,1kg,1620,0,1512,大分  愛媛  他,令和4年11月26日（土）,suiexcel-13 (7).xlsx
養成まだい,5109,1kg,1350,0,540,愛媛  高知  他,令和4年11月26日（土）,suiexcel-13 (7).xlsx
さわら,417,1kg,756,0,540,長崎  韓国  他,令和4年11月26日（土）,suiexcel-13 (7).xlsx
かれい,939,1kg,1188,0,972,島根  他,令和4年11月26日（土）,suiexcel-13 (7).xlsx
養成はまち,318,1kg,1970,0,1350,徳島  他,令和4年11月26日（土）,suiexcel-13 (7).xlsx
養成かんぱち,1371,1kg,2106,0,1728,愛媛  鹿児島  他,令和4年11月26日（土）,suiexcel-13 (7).xlsx
するめいか,65,1kg,1550,0,1540,青森  他,令和4年11月26日（土）,suiexcel-13 (7).xlsx
さけ,2231,1kg,2052,0,1836,ﾉﾙｳｪｰ  他,令和4年11月26日（土）,suiexcel-13 (7).xlsx
たこ,238,1kg,3900,0,1800,宮城  他,令和4年11月26日（土）,suiexcel-13 (7).xlsx
かに,289,1kg,7500,0,2000,鳥取  他,令和4年11月26日（土）,suiexcel-13 (7).xlsx
はまぐり,255,1kg,2052,0,1080,千葉  他,令和4年11月26日（土）,suiexcel-13 (7).xlsx
あさり,735,1kg,1296,0,432,北海道  熊本  他,令和4年11月26日（土）,suiexcel-13 (7).xlsx
かき,3950,1kg,3600,0,790,広島  他,令和4年11月26日（土）,suiexcel-13 (7).xlsx
冷凍たこ,0,0,0,0,0,,令和4年11月26日（土）,suiexcel-13 (7).xlsx
冷凍かに,536,1kg,10440,0,500,ﾛｼｱ  ﾓﾛｯｺ  他,令和4年11月26日（土）,suiexcel-13 (7).xlsx
冷凍えび,1088,1kg,6480,4320,2160,ｲﾝﾄﾞ  他,令和4年11月26日（土）,suiexcel-13 (7).xlsx
塩さば,1036,1kg,880,0,590,ﾉﾙｳｪｰ  他,令和4年11月26日（土）,suiexcel-13 (7).xlsx
塩さけ,1776,1kg,2900,0,270,ﾛｼｱ  他,令和4年11月26日（土）,suiexcel-13 (7).xlsx
塩すけそうこ,164,1kg,2250,0,1350,ﾛｼｱ  他,令和4年11月26日（土）,suiexcel-13 (7).xlsx
塩かずのこ,322,1kg,5000,0,940,ｶﾅﾀﾞ  他,令和4年11月26日（土）,suiexcel-13 (7).xlsx
開干さんま,200,1kg,2376,0,1620,北海道  他,令和4年11月26日（土）,suiexcel-13 (7).xlsx
開干あじ,1149,1kg,1200,0,600,ﾉﾙｳｪｰ  長崎  他,令和4年11月26日（土）,suiexcel-13 (7).xlsx
若干かれい,100,1kg,2160,0,864,島根  他,令和4年11月26日（土）,suiexcel-13 (7).xlsx
ちりめん,865,1kg,4050,0,648,兵庫  大分  他,令和4年11月26日（土）,suiexcel-13 (7).xlsx
茹かに,50,1kg,9720,0,5400,兵庫  他,令和4年11月26日（土）,suiexcel-13 (7).xlsx
くろまぐろ,306,1kg,3726,3726,3726,長崎  他,令和4年11月28日（月）,suiexcel-14 (6).xlsx
きわだ,747,1kg,1728,1404,1080,和歌山  他,令和4年11月28日（月）,suiexcel-14 (6).xlsx
あじ,1887,1kg,486,0,378,長崎  他,令和4年11月28日（月）,suiexcel-14 (6).xlsx
さば,3818,1kg,378,0,270,富山  長崎  他,令和4年11月28日（月）,suiexcel-14 (6).xlsx
まいわし,650,1kg,1400,0,350,三重  北海道  他,令和4年11月28日（月）,suiexcel-14 (6).xlsx
養成ぶり,928,1kg,1620,0,1512,大分  愛媛  他,令和4年11月28日（月）,suiexcel-14 (6).xlsx
養成まだい,3942,1kg,1300,0,710,高知  愛媛  他,令和4年11月28日（月）,suiexcel-14 (6).xlsx
さわら,259,1kg,1188,0,972,長崎  韓国  他,令和4年11月28日（月）,suiexcel-14 (6).xlsx
かれい,352,1kg,900,0,690,島根  他,令和4年11月28日（月）,suiexcel-14 (6).xlsx
養成はまち,339,1kg,1790,0,1350,徳島  他,令和4年11月28日（月）,suiexcel-14 (6).xlsx
養成かんぱち,1200,1kg,1850,0,1400,鹿児島  愛媛  他,令和4年11月28日（月）,suiexcel-14 (6).xlsx
するめいか,15,1kg,1350,0,1242,長崎  他,令和4年11月28日（月）,suiexcel-14 (6).xlsx
さけ,2031,1kg,2160,0,1944,ﾉﾙｳｪｰ  他,令和4年11月28日（月）,suiexcel-14 (6).xlsx
たこ,85,1kg,3900,0,1600,宮城  香川  他,令和4年11月28日（月）,suiexcel-14 (6).xlsx
かに,155,1kg,16470,0,1000,鳥取  他,令和4年11月28日（月）,suiexcel-14 (6).xlsx
はまぐり,225,1kg,1944,0,1080,千葉  中国  他,令和4年11月28日（月）,suiexcel-14 (6).xlsx
あさり,752,1kg,1296,0,324,北海道  熊本  他,令和4年11月28日（月）,suiexcel-14 (6).xlsx
かき,2430,1kg,3600,0,800,広島  他,令和4年11月28日（月）,suiexcel-14 (6).xlsx
冷凍たこ,0,0,0,0,0,,令和4年11月28日（月）,suiexcel-14 (6).xlsx
冷凍かに,397,1kg,5940,4860,3240,ﾓﾛｯｺ  ﾛｼｱ  他,令和4年11月28日（月）,suiexcel-14 (6).xlsx
冷凍えび,1204,1kg,6480,4320,2160,ｲﾝﾄﾞ  他,令和4年11月28日（月）,suiexcel-14 (6).xlsx
塩さば,1472,1kg,756,594,432,国産  ﾉﾙｳｪｰ  他,令和4年11月28日（月）,suiexcel-14 (6).xlsx
塩さけ,104,1kg,2900,0,1080,ﾛｼｱ  他,令和4年11月28日（月）,suiexcel-14 (6).xlsx
塩すけそうこ,93,1kg,2570,0,1350,ﾛｼｱ  他,令和4年11月28日（月）,suiexcel-14 (6).xlsx
塩かずのこ,2573,1kg,7560,5400,4320,ｱﾒﾘｶ  ｶﾅﾀﾞ  他,令和4年11月28日（月）,suiexcel-14 (6).xlsx
開干さんま,214,1kg,2376,0,1620,北海道  他,令和4年11月28日（月）,suiexcel-14 (6).xlsx
開干あじ,233,1kg,1944,0,1404,長崎  ﾉﾙｳｪｰ  他,令和4年11月28日（月）,suiexcel-14 (6).xlsx
若干かれい,100,1kg,2160,0,864,島根  他,令和4年11月28日（月）,suiexcel-14 (6).xlsx
ちりめん,1713,1kg,4700,0,1700,大分  兵庫  他,令和4年11月28日（月）,suiexcel-14 (6).xlsx
茹かに,50,1kg,8640,0,5400,兵庫  他,令和4年11月28日（月）,suiexcel-14 (6).xlsx
くろまぐろ,1047,1Kg,3996,3834,3672,新潟  他,令和4年12月17日（土）,suiexcel (107).xls
きわだ,638,1kg,3200,0,1300,沖縄  和歌山  他,令和4年12月17日（土）,suiexcel (107).xls
あじ,4431,1Kg,432,0,324,富山  兵庫  他,令和4年12月17日（土）,suiexcel (107).xls
さば,2176,1Kg,594,0,486,富山  鳥取  他,令和4年12月17日（土）,suiexcel (107).xls
まいわし,2008,1Kg,378,0,270,千葉  三重  他,令和4年12月17日（土）,suiexcel (107).xls
養成ぶり,1505,1Kg,1620,0,1512,大分  香川  他,令和4年12月17日（土）,suiexcel (107).xls
養成まだい,5263,1Kg,1350,0,540,愛媛  他,令和4年12月17日（土）,suiexcel (107).xls
養成はまち,371,1kg,1830,0,1350,高知  徳島  他,令和4年12月17日（土）,suiexcel (107).xls
養成かんぱち,1450,1Kg,2106,0,1728,愛媛  鹿児島  他,令和4年12月17日（土）,suiexcel (107).xls
するめいか,491,1Kg,1080,0,972,宮城  青森  他,令和4年12月17日（土）,suiexcel (107).xls
さけ,1972,1Kg,2160,0,1944,宮城  ﾉﾙｳｪｰ  他,令和4年12月17日（土）,suiexcel (107).xls
養成ふぐ,1160,1kg,4200,0,1600,中国  他,令和4年12月17日（土）,suiexcel (107).xls
たこ,230,1kg,3900,0,2000,宮城  他,令和4年12月17日（土）,suiexcel (107).xls
かに,298,1Kg,4860,0,4644,ﾛｼｱ  兵庫  他,令和4年12月17日（土）,suiexcel (107).xls
はまぐり,405,1Kg,2160,0,1080,千葉  他,令和4年12月17日（土）,suiexcel (107).xls
あさり,760,1Kg,1512,0,486,北海道  熊本  他,令和4年12月17日（土）,suiexcel (107).xls
ほたて貝,161,1kg,7330,0,1000,北海道  他,令和4年12月17日（土）,suiexcel (107).xls
かき,4650,1kg,3600,0,800,広島  他,令和4年12月17日（土）,suiexcel (107).xls
冷凍たこ,0,0,0,0,0,,令和4年12月17日（土）,suiexcel (107).xls
冷凍かに,1531,1kg,10440,0,800,ﾛｼｱ  他,令和4年12月17日（土）,suiexcel (107).xls
冷凍えび,1822,1Kg,5400,3240,1080,ｲﾝﾄﾞ  他,令和4年12月17日（土）,suiexcel (107).xls
塩さば,2170,1Kg,756,648,540,ﾉﾙｳｪｰ  他,令和4年12月17日（土）,suiexcel (107).xls
塩さけ,2194,1kg,2250,0,450,ﾛｼｱ  ｱﾒﾘｶ  他,令和4年12月17日（土）,suiexcel (107).xls
塩すけそうこ,460,1kg,11820,0,1350,ﾛｼｱ  他,令和4年12月17日（土）,suiexcel (107).xls
塩かずのこ,220,1kg,5300,0,1080,ｶﾅﾀﾞ  他,令和4年12月17日（土）,suiexcel (107).xls
開干あじ,364,1Kg,1944,0,1404,長崎  他,令和4年12月17日（土）,suiexcel (107).xls
若干かれい,200,1Kg,2160,0,864,島根  他,令和4年12月17日（土）,suiexcel (107).xls
ちりめん,567,1kg,3900,0,1690,兵庫  宮崎  他,令和4年12月17日（土）,suiexcel (107).xls
茹かに,100,1Kg,10800,0,5400,兵庫  他,令和4年12月17日（土）,suiexcel (107).xls
いくら,70,1kg,9100,0,8800,北海道  他,令和4年12月17日（土）,suiexcel (107).xls
くろまぐろ,681,1Kg,3996,3888,3780,新潟  他,令和4年12月19日（月）,suiexcel-1 (59).xls
きわだ,1290,1Kg,1944,1782,1620,ｲﾝﾄﾞﾈｼｱ  沖縄  他,令和4年12月19日（月）,suiexcel-1 (59).xls
あじ,1958,1Kg,540,0,432,富山  兵庫  他,令和4年12月19日（月）,suiexcel-1 (59).xls
さば,2420,1Kg,594,0,486,富山  鳥取  他,令和4年12月19日（月）,suiexcel-1 (59).xls
まいわし,532,1Kg,378,0,270,宮城  三重  他,令和4年12月19日（月）,suiexcel-1 (59).xls
養成ぶり,1132,1Kg,1620,0,1512,大分  香川  他,令和4年12月19日（月）,suiexcel-1 (59).xls
養成まだい,4688,1Kg,1350,0,540,愛媛  他,令和4年12月19日（月）,suiexcel-1 (59).xls
養成はまち,408,1kg,2000,0,1350,高知  徳島  他,令和4年12月19日（月）,suiexcel-1 (59).xls
養成かんぱち,1230,1kg,2280,0,1550,鹿児島  愛媛  他,令和4年12月19日（月）,suiexcel-1 (59).xls
するめいか,560,1Kg,1026,0,918,宮城  他,令和4年12月19日（月）,suiexcel-1 (59).xls
さけ,2201,1Kg,2052,0,1836,ﾉﾙｳｪｰ  他,令和4年12月19日（月）,suiexcel-1 (59).xls
養成ふぐ,830,1kg,4000,0,1600,長崎  香川  他,令和4年12月19日（月）,suiexcel-1 (59).xls
たこ,175,1kg,3900,0,1500,宮城  他,令和4年12月19日（月）,suiexcel-1 (59).xls
かに,368,1Kg,5076,0,4860,ﾛｼｱ  兵庫  他,令和4年12月19日（月）,suiexcel-1 (59).xls
はまぐり,350,1Kg,2160,0,1080,千葉  他,令和4年12月19日（月）,suiexcel-1 (59).xls
あさり,696,1Kg,1512,0,486,北海道  熊本  他,令和4年12月19日（月）,suiexcel-1 (59).xls
ほたて貝,496,1Kg,1080,0,756,北海道  他,令和4年12月19日（月）,suiexcel-1 (59).xls
かき,2646,1kg,3600,0,800,広島  他,令和4年12月19日（月）,suiexcel-1 (59).xls
冷凍たこ,0,0,0,0,0,,令和4年12月19日（月）,suiexcel-1 (59).xls
冷凍かに,1741,1kg,12500,0,1380,ﾛｼｱ  他,令和4年12月19日（月）,suiexcel-1 (59).xls
冷凍えび,1772,1Kg,5400,3240,1080,ｲﾝﾄﾞ  他,令和4年12月19日（月）,suiexcel-1 (59).xls
塩さば,1318,1kg,900,0,290,ﾉﾙｳｪｰ  他,令和4年12月19日（月）,suiexcel-1 (59).xls
塩さけ,996,1kg,1200,0,450,ﾛｼｱ  他,令和4年12月19日（月）,suiexcel-1 (59).xls
塩すけそうこ,157,1kg,2830,0,1600,ﾛｼｱ  他,令和4年12月19日（月）,suiexcel-1 (59).xls
塩かずのこ,1463,1Kg,4320,4320,4320,ｱﾒﾘｶ  ｶﾅﾀﾞ  他,令和4年12月19日（月）,suiexcel-1 (59).xls
開干あじ,373,1Kg,1944,0,1404,長崎  他,令和4年12月19日（月）,suiexcel-1 (59).xls
若干かれい,213,1Kg,2160,0,864,島根  北海道  他,令和4年12月19日（月）,suiexcel-1 (59).xls
ちりめん,798,1kg,4700,0,1700,兵庫  他,令和4年12月19日（月）,suiexcel-1 (59).xls
茹かに,50,1Kg,16200,0,5400,兵庫  他,令和4年12月19日（月）,suiexcel-1 (59).xls
いくら,370,1kg,9500,0,6500,北海道  他,令和4年12月19日（月）,suiexcel-1 (59).xls
くろまぐろ,300,1Kg,4104,3780,3672,長崎  他,令和4年12月20日（火）,suiexcel-2 (58).xls
きわだ,516,1Kg,1944,1620,1404,ｲﾝﾄﾞﾈｼｱ  他,令和4年12月20日（火）,suiexcel-2 (58).xls
あじ,1250,1kg,700,0,300,兵庫  高知  他,令和4年12月20日（火）,suiexcel-2 (58).xls
さば,2343,1Kg,702,0,594,富山  鳥取  他,令和4年12月20日（火）,suiexcel-2 (58).xls
まいわし,1710,1Kg,324,0,216,千葉  三重  他,令和4年12月20日（火）,suiexcel-2 (58).xls
養成ぶり,1224,1Kg,1620,0,1512,大分  香川  他,令和4年12月20日（火）,suiexcel-2 (58).xls
養成まだい,3924,1Kg,1350,0,540,愛媛  他,令和4年12月20日（火）,suiexcel-2 (58).xls
養成はまち,203,1kg,1720,0,1350,高知  徳島  他,令和4年12月20日（火）,suiexcel-2 (58).xls
養成かんぱち,970,1Kg,2106,0,1836,愛媛  鹿児島  他,令和4年12月20日（火）,suiexcel-2 (58).xls
するめいか,11,1kg,2560,2560,2560,青森  他,令和4年12月20日（火）,suiexcel-2 (58).xls
さけ,2543,1Kg,2160,0,1944,ﾉﾙｳｪｰ  他,令和4年12月20日（火）,suiexcel-2 (58).xls
養成ふぐ,472,1kg,3600,0,1600,中国  他,令和4年12月20日（火）,suiexcel-2 (58).xls
たこ,74,1Kg,2376,0,2268,宮城  他,令和4年12月20日（火）,suiexcel-2 (58).xls
かに,57,1kg,6830,0,800,兵庫  島根  他,令和4年12月20日（火）,suiexcel-2 (58).xls
はまぐり,295,1Kg,2160,0,1080,千葉  他,令和4年12月20日（火）,suiexcel-2 (58).xls
あさり,677,1Kg,1512,0,378,北海道  熊本  他,令和4年12月20日（火）,suiexcel-2 (58).xls
ほたて貝,291,1Kg,1080,0,756,北海道  他,令和4年12月20日（火）,suiexcel-2 (58).xls
かき,3582,1kg,3600,0,730,広島  他,令和4年12月20日（火）,suiexcel-2 (58).xls
冷凍たこ,0,0,0,0,0,,令和4年12月20日（火）,suiexcel-2 (58).xls
冷凍かに,1248,1kg,9000,0,690,ﾛｼｱ  他,令和4年12月20日（火）,suiexcel-2 (58).xls
冷凍えび,1902,1Kg,5400,3240,1080,ｲﾝﾄﾞ  他,令和4年12月20日（火）,suiexcel-2 (58).xls
塩さば,1190,1kg,720,0,480,ﾉﾙｳｪｰ  他,令和4年12月20日（火）,suiexcel-2 (58).xls
塩さけ,680,1kg,1550,0,800,ﾛｼｱ  他,令和4年12月20日（火）,suiexcel-2 (58).xls
塩すけそうこ,268,1kg,2570,0,1100,ﾛｼｱ  他,令和4年12月20日（火）,suiexcel-2 (58).xls
塩かずのこ,189,1kg,6500,0,3600,ｶﾅﾀﾞ  他,令和4年12月20日（火）,suiexcel-2 (58).xls
開干あじ,484,1kg,1200,0,120,長崎  他,令和4年12月20日（火）,suiexcel-2 (58).xls
若干かれい,200,1Kg,2160,0,864,島根  他,令和4年12月20日（火）,suiexcel-2 (58).xls
ちりめん,120,1Kg,3888,0,2160,兵庫  他,令和4年12月20日（火）,suiexcel-2 (58).xls
茹かに,50,1Kg,10800,0,5400,兵庫  他,令和4年12月20日（火）,suiexcel-2 (58).xls
いくら,153,1kg,6400,6400,6400,北海道  他,令和4年12月20日（火）,suiexcel-2 (58).xls
くろまぐろ,515,1Kg,4158,3888,3726,長崎  他,令和4年12月22日（木）,suiexcel-3 (58).xls
きわだ,645,1kg,3300,0,1600,和歌山  沖縄  他,令和4年12月22日（木）,suiexcel-3 (58).xls
あじ,1543,1Kg,648,0,540,長崎  兵庫  他,令和4年12月22日（木）,suiexcel-3 (58).xls
さば,1312,1Kg,756,0,648,富山  鳥取  他,令和4年12月22日（木）,suiexcel-3 (58).xls
まいわし,1570,1Kg,378,0,270,千葉  他,令和4年12月22日（木）,suiexcel-3 (58).xls
養成ぶり,914,1kg,2300,0,260,香川  大分  他,令和4年12月22日（木）,suiexcel-3 (58).xls
養成まだい,3042,1kg,1250,0,300,愛媛  他,令和4年12月22日（木）,suiexcel-3 (58).xls
養成はまち,314,1kg,1750,0,1190,高知  徳島  他,令和4年12月22日（木）,suiexcel-3 (58).xls
養成かんぱち,1295,1kg,3900,0,850,鹿児島  愛媛  他,令和4年12月22日（木）,suiexcel-3 (58).xls
するめいか,185,1kg,1340,0,1070,青森  宮城  他,令和4年12月22日（木）,suiexcel-3 (58).xls
さけ,2960,1Kg,2160,0,1944,ﾉﾙｳｪｰ  他,令和4年12月22日（木）,suiexcel-3 (58).xls
養成ふぐ,1684,1Kg,4428,0,3240,中国  他,令和4年12月22日（木）,suiexcel-3 (58).xls
たこ,316,1kg,3900,0,1300,宮城  他,令和4年12月22日（木）,suiexcel-3 (58).xls
かに,60,1Kg,10800,0,8640,島根  兵庫  他,令和4年12月22日（木）,suiexcel-3 (58).xls
はまぐり,405,1Kg,2700,0,1080,千葉  他,令和4年12月22日（木）,suiexcel-3 (58).xls
あさり,827,1Kg,1512,0,486,北海道  熊本  他,令和4年12月22日（木）,suiexcel-3 (58).xls
ほたて貝,442,1Kg,1080,0,756,北海道  他,令和4年12月22日（木）,suiexcel-3 (58).xls
かき,3296,1kg,3600,0,790,広島  他,令和4年12月22日（木）,suiexcel-3 (58).xls
冷凍たこ,0,0,0,0,0,,令和4年12月22日（木）,suiexcel-3 (58).xls
冷凍かに,1921,1kg,11200,0,1600,ﾛｼｱ  他,令和4年12月22日（木）,suiexcel-3 (58).xls
冷凍えび,2404,1Kg,5400,3240,1080,ｲﾝﾄﾞ  他,令和4年12月22日（木）,suiexcel-3 (58).xls
塩さば,1180,1Kg,756,648,540,ﾉﾙｳｪｰ  他,令和4年12月22日（木）,suiexcel-3 (58).xls
塩さけ,3868,1kg,1500,0,450,ﾛｼｱ  ﾁﾘ  他,令和4年12月22日（木）,suiexcel-3 (58).xls
塩すけそうこ,519,1kg,2570,0,1600,ﾛｼｱ  他,令和4年12月22日（木）,suiexcel-3 (58).xls
塩かずのこ,381,1kg,7200,0,910,ｶﾅﾀﾞ  他,令和4年12月22日（木）,suiexcel-3 (58).xls
開干あじ,445,1kg,1200,0,120,長崎  他,令和4年12月22日（木）,suiexcel-3 (58).xls
若干かれい,209,1Kg,2160,0,864,島根  北海道  他,令和4年12月22日（木）,suiexcel-3 (58).xls
ちりめん,109,1Kg,3888,0,2160,兵庫  他,令和4年12月22日（木）,suiexcel-3 (58).xls
茹かに,50,1Kg,16200,0,4320,兵庫  他,令和4年12月22日（木）,suiexcel-3 (58).xls
いくら,320,1Kg,10584,10584,10584,北海道  他,令和4年12月22日（木）,suiexcel-3 (58).xls
くろまぐろ,770,1Kg,4968,4104,3780,長崎  他,令和4年12月23日（金）,suiexcel-4 (58).xls
きわだ,1164,1Kg,1944,1512,1080,ｲﾝﾄﾞﾈｼｱ  沖縄  他,令和4年12月23日（金）,suiexcel-4 (58).xls
あじ,1232,1Kg,540,0,432,長崎  兵庫  他,令和4年12月23日（金）,suiexcel-4 (58).xls
さば,1301,1Kg,810,0,702,北海道  鳥取  他,令和4年12月23日（金）,suiexcel-4 (58).xls
まいわし,1020,1Kg,378,0,270,宮城  三重  他,令和4年12月23日（金）,suiexcel-4 (58).xls
養成ぶり,1493,1Kg,1620,0,1512,鹿児島  香川  他,令和4年12月23日（金）,suiexcel-4 (58).xls
養成まだい,4606,1Kg,1350,0,540,愛媛  他,令和4年12月23日（金）,suiexcel-4 (58).xls
養成はまち,279,1kg,1900,0,1200,高知  徳島  他,令和4年12月23日（金）,suiexcel-4 (58).xls
養成かんぱち,1103,1Kg,2106,0,1728,愛媛  鹿児島  他,令和4年12月23日（金）,suiexcel-4 (58).xls
するめいか,70,1kg,1370,0,1230,青森  他,令和4年12月23日（金）,suiexcel-4 (58).xls
