品目,数量,単位,高値,中値,安値,主な産地,日付,元ファイル
養成はまち,436,1kg,2210,0,1500,高知  徳島  他,令和4年8月29日（月）,suiexcel-5 (53).xls
養成かんぱち,1278,1kg,2620,0,1300,鹿児島  他,令和4年8月29日（月）,suiexcel-5 (53).xls
するめいか,934,1Kg,918,0,810,新潟  北海道  他,令和4年8月29日（月）,suiexcel-5 (53).xls
さけ,1534,1Kg,2160,0,1944,ﾉﾙｳｪｰ  北海道  他,令和4年8月29日（月）,suiexcel-5 (53).xls
はも,1664,1Kg,1296,0,324,兵庫  徳島  他,令和4年8月29日（月）,suiexcel-5 (53).xls
たちうお,327,1Kg,1728,0,1512,兵庫  他,令和4年8月29日（月）,suiexcel-5 (53).xls
たこ,211,1kg,2700,0,1700,香川  兵庫  他,令和4年8月29日（月）,suiexcel-5 (53).xls
あさり,612,1Kg,1296,0,540,韓国  熊本  他,令和4年8月29日（月）,suiexcel-5 (53).xls
養成うなぎ,155,1Kg,6156,0,4050,愛知  他,令和4年8月29日（月）,suiexcel-5 (53).xls
冷凍もんごいか,30,1Kg,972,0,918,ﾓﾛｯｺ  他,令和4年8月29日（月）,suiexcel-5 (53).xls
冷凍たこ,0,0,0,0,0,,令和4年8月29日（月）,suiexcel-5 (53).xls
冷凍えび,1282,1Kg,2700,1944,1080,ｲﾝﾄﾞ  他,令和4年8月29日（月）,suiexcel-5 (53).xls
塩さば,1420,1kg,780,0,250,ﾉﾙｳｪｰ  他,令和4年8月29日（月）,suiexcel-5 (53).xls
塩さけ,641,1kg,1550,0,1200,ﾁﾘ  他,令和4年8月29日（月）,suiexcel-5 (53).xls
塩すけそうこ,396,1kg,2360,0,1800,ｱﾒﾘｶ  他,令和4年8月29日（月）,suiexcel-5 (53).xls
塩さんま,0,0,0,0,0,,令和4年8月29日（月）,suiexcel-5 (53).xls
開干さんま,205,1Kg,2160,0,1404,北海道  他,令和4年8月29日（月）,suiexcel-5 (53).xls
開干あじ,314,1Kg,1944,0,1404,長崎  他,令和4年8月29日（月）,suiexcel-5 (53).xls
若干かれい,100,1Kg,1728,0,864,島根  他,令和4年8月29日（月）,suiexcel-5 (53).xls
ちりめん,427,1Kg,2160,0,540,愛知  兵庫  他,令和4年8月29日（月）,suiexcel-5 (53).xls
なまりぶし,56,1Kg,1728,0,864,静岡  他,令和4年8月29日（月）,suiexcel-5 (53).xls
くろまぐろ,379,1Kg,3736,3564,3240,長崎  宮城  他,令和4年8月30日（火）,suiexcel-6 (53).xls
きわだ,980,1kg,2550,0,1600,高知  沖縄  他,令和4年8月30日（火）,suiexcel-6 (53).xls
あじ,635,1Kg,810,0,702,大分  兵庫  他,令和4年8月30日（火）,suiexcel-6 (53).xls
さば,270,1kg,460,0,320,石川  宮城  他,令和4年8月30日（火）,suiexcel-6 (53).xls
まいわし,2250,1kg,270,0,190,愛知  他,令和4年8月30日（火）,suiexcel-6 (53).xls
さんま,208,1Kg,1350,0,1242,北海道  大阪  他,令和4年8月30日（火）,suiexcel-6 (53).xls
養成ぶり,227,1Kg,1188,0,1080,高知  熊本  他,令和4年8月30日（火）,suiexcel-6 (53).xls
かつお,1051,1Kg,648,0,432,鹿児島  千葉  他,令和4年8月30日（火）,suiexcel-6 (53).xls
養成まだい,3059,1Kg,1350,0,540,愛媛  和歌山  他,令和4年8月30日（火）,suiexcel-6 (53).xls
養成はまち,263,1kg,1700,0,1500,高知  他,令和4年8月30日（火）,suiexcel-6 (53).xls
養成かんぱち,956,1Kg,1998,0,1728,鹿児島  他,令和4年8月30日（火）,suiexcel-6 (53).xls
するめいか,760,1Kg,918,0,810,新潟  北海道  他,令和4年8月30日（火）,suiexcel-6 (53).xls
さけ,1813,1kg,2400,0,800,北海道  ﾉﾙｳｪｰ  他,令和4年8月30日（火）,suiexcel-6 (53).xls
はも,1318,1Kg,1080,0,324,兵庫  徳島  他,令和4年8月30日（火）,suiexcel-6 (53).xls
たちうお,575,1Kg,1620,0,1404,兵庫  他,令和4年8月30日（火）,suiexcel-6 (53).xls
たこ,169,1kg,2700,0,1500,兵庫  香川  他,令和4年8月30日（火）,suiexcel-6 (53).xls
あさり,747,1Kg,1512,0,324,愛知  熊本  他,令和4年8月30日（火）,suiexcel-6 (53).xls
養成うなぎ,125,1Kg,6048,0,4050,愛知  他,令和4年8月30日（火）,suiexcel-6 (53).xls
冷凍もんごいか,38,1Kg,972,0,918,ﾓﾛｯｺ  ﾌｨﾘﾋﾟﾝ  他,令和4年8月30日（火）,suiexcel-6 (53).xls
冷凍たこ,0,0,0,0,0,,令和4年8月30日（火）,suiexcel-6 (53).xls
冷凍えび,1704,1Kg,2700,1944,1080,ｲﾝﾄﾞ  他,令和4年8月30日（火）,suiexcel-6 (53).xls
塩さば,1170,1kg,660,0,380,ﾉﾙｳｪｰ  他,令和4年8月30日（火）,suiexcel-6 (53).xls
塩さけ,223,1kg,1550,0,300,ﾁﾘ  他,令和4年8月30日（火）,suiexcel-6 (53).xls
塩すけそうこ,229,1kg,2190,0,1700,ｱﾒﾘｶ  他,令和4年8月30日（火）,suiexcel-6 (53).xls
塩さんま,0,0,0,0,0,,令和4年8月30日（火）,suiexcel-6 (53).xls
開干さんま,112,1Kg,2160,0,1404,北海道  他,令和4年8月30日（火）,suiexcel-6 (53).xls
開干あじ,151,1Kg,1944,0,1404,長崎  他,令和4年8月30日（火）,suiexcel-6 (53).xls
若干かれい,100,1Kg,1728,0,864,島根  他,令和4年8月30日（火）,suiexcel-6 (53).xls
ちりめん,2083,1Kg,1944,0,486,愛知  兵庫  他,令和4年8月30日（火）,suiexcel-6 (53).xls
なまりぶし,56,1Kg,1728,0,864,静岡  他,令和4年8月30日（火）,suiexcel-6 (53).xls
くろまぐろ,367,1kg,3726,3564,3240,長崎  宮城  他,令和4年8月18日（木）,suiexcel-7 (4).xlsx
きわだ,556,1kg,1620,1080,756,和歌山  沖縄  他,令和4年8月18日（木）,suiexcel-7 (4).xlsx
あじ,589,1kg,864,0,756,高知  兵庫  他,令和4年8月18日（木）,suiexcel-7 (4).xlsx
さば,1796,1kg,540,0,432,宮城  石川  他,令和4年8月18日（木）,suiexcel-7 (4).xlsx
まいわし,0,0,0,0,0,,令和4年8月18日（木）,suiexcel-7 (4).xlsx
さんま,80,1kg,1130,1130,1130,大阪  他,令和4年8月18日（木）,suiexcel-7 (4).xlsx
養成ぶり,134,1kg,1830,0,1650,熊本  高知  他,令和4年8月18日（木）,suiexcel-7 (4).xlsx
かつお,139,1kg,1700,0,1100,千葉  他,令和4年8月18日（木）,suiexcel-7 (4).xlsx
養成まだい,2925,1Kg,1350,0,540,愛媛  和歌山  他,令和4年8月18日（木）,suiexcel-7 (4).xlsx
養成はまち,264,1kg,2330,0,500,高知  他,令和4年8月18日（木）,suiexcel-7 (4).xlsx
養成かんぱち,891,1kg,1944,0,1728,鹿児島  他,令和4年8月18日（木）,suiexcel-7 (4).xlsx
するめいか,700,1kg,1026,0,918,青森  北海道  他,令和4年8月18日（木）,suiexcel-7 (4).xlsx
さけ,2748,1kg,2160,0,1944,宮城  北海道  他,令和4年8月18日（木）,suiexcel-7 (4).xlsx
はも,2373,1kg,1080,0,324,兵庫  徳島  他,令和4年8月18日（木）,suiexcel-7 (4).xlsx
たちうお,210,1kg,1620,0,1404,宮崎  他,令和4年8月18日（木）,suiexcel-7 (4).xlsx
たこ,277,1kg,2160,0,1188,香川  兵庫  他,令和4年8月18日（木）,suiexcel-7 (4).xlsx
あさり,702,1kg,1404,0,486,愛知  熊本  他,令和4年8月18日（木）,suiexcel-7 (4).xlsx
養成うなぎ,185,1kg,5724,0,4050,愛知  他,令和4年8月18日（木）,suiexcel-7 (4).xlsx
冷凍もんごいか,30,1kg,972,0,918,ﾓﾛｯｺ  他,令和4年8月18日（木）,suiexcel-7 (4).xlsx
冷凍たこ,0,0,0,0,0,,令和4年8月18日（木）,suiexcel-7 (4).xlsx
冷凍えび,1438,1kg,2700,1944,1080,ｲﾝﾄﾞ  他,令和4年8月18日（木）,suiexcel-7 (4).xlsx
塩さば,3044,1kg,648,486,324,国産  ﾉﾙｳｪｰ  他,令和4年8月18日（木）,suiexcel-7 (4).xlsx
塩さけ,680,1kg,1550,0,1200,ﾁﾘ  他,令和4年8月18日（木）,suiexcel-7 (4).xlsx
塩すけそうこ,119,1kg,2310,0,1450,ｱﾒﾘｶ  他,令和4年8月18日（木）,suiexcel-7 (4).xlsx
塩さんま,30,1kg,840,840,840,宮城  他,令和4年8月18日（木）,suiexcel-7 (4).xlsx
開干さんま,218,1kg,1944,0,1404,北海道  他,令和4年8月18日（木）,suiexcel-7 (4).xlsx
開干あじ,670,1kg,900,0,750,長崎  他,令和4年8月18日（木）,suiexcel-7 (4).xlsx
若干かれい,50,1kg,1944,0,864,島根  他,令和4年8月18日（木）,suiexcel-7 (4).xlsx
ちりめん,153,1kg,1728,0,540,大分  兵庫  他,令和4年8月18日（木）,suiexcel-7 (4).xlsx
なまりぶし,68,1kg,2160,0,1080,静岡  他,令和4年8月18日（木）,suiexcel-7 (4).xlsx
くろまぐろ,603,1kg,3726,3618,3240,長崎  宮城  他,令和4年8月19日（金）,suiexcel-8 (4).xlsx
きわだ,590,1kg,1728,1188,756,千葉  沖縄  他,令和4年8月19日（金）,suiexcel-8 (4).xlsx
あじ,699,1kg,918,0,810,宮城  兵庫  他,令和4年8月19日（金）,suiexcel-8 (4).xlsx
さば,1846,1kg,540,0,432,長崎  石川  他,令和4年8月19日（金）,suiexcel-8 (4).xlsx
まいわし,1380,1kg,320,0,220,愛知  千葉  他,令和4年8月19日（金）,suiexcel-8 (4).xlsx
さんま,20,1kg,1130,1130,1130,大阪  他,令和4年8月19日（金）,suiexcel-8 (4).xlsx
養成ぶり,176,1kg,1188,0,1080,大分  熊本  他,令和4年8月19日（金）,suiexcel-8 (4).xlsx
かつお,1968,1kg,756,0,540,鹿児島  千葉  他,令和4年8月19日（金）,suiexcel-8 (4).xlsx
養成まだい,3122,1kg,1150,0,420,愛媛  和歌山  他,令和4年8月19日（金）,suiexcel-8 (4).xlsx
養成はまち,398,1kg,1700,0,200,高知  他,令和4年8月19日（金）,suiexcel-8 (4).xlsx
養成かんぱち,1116,1kg,1944,0,1728,鹿児島  他,令和4年8月19日（金）,suiexcel-8 (4).xlsx
するめいか,1400,1kg,972,0,864,青森  北海道  他,令和4年8月19日（金）,suiexcel-8 (4).xlsx
さけ,1334,1kg,2160,0,1944,宮城  北海道  他,令和4年8月19日（金）,suiexcel-8 (4).xlsx
はも,1169,1kg,1800,0,500,兵庫  徳島  他,令和4年8月19日（金）,suiexcel-8 (4).xlsx
たちうお,610,1kg,1836,0,1620,宮城  他,令和4年8月19日（金）,suiexcel-8 (4).xlsx
たこ,65,1kg,2700,0,1950,宮城  兵庫  他,令和4年8月19日（金）,suiexcel-8 (4).xlsx
あさり,453,1kg,1404,0,594,愛知  熊本  他,令和4年8月19日（金）,suiexcel-8 (4).xlsx
養成うなぎ,45,1kg,5724,0,4104,愛知  他,令和4年8月19日（金）,suiexcel-8 (4).xlsx
冷凍もんごいか,30,1kg,972,0,918,ﾓﾛｯｺ  他,令和4年8月19日（金）,suiexcel-8 (4).xlsx
冷凍たこ,0,0,0,0,0,,令和4年8月19日（金）,suiexcel-8 (4).xlsx
冷凍えび,1353,1kg,2700,1944,1080,ｲﾝﾄﾞ  他,令和4年8月19日（金）,suiexcel-8 (4).xlsx
塩さば,2044,1kg,648,486,324,国産  ﾉﾙｳｪｰ  他,令和4年8月19日（金）,suiexcel-8 (4).xlsx
塩さけ,2779,1kg,1950,0,300,ﾁﾘ  他,令和4年8月19日（金）,suiexcel-8 (4).xlsx
塩すけそうこ,192,1kg,2360,0,1750,ｱﾒﾘｶ  他,令和4年8月19日（金）,suiexcel-8 (4).xlsx
塩さんま,30,1kg,840,840,840,宮城  他,令和4年8月19日（金）,suiexcel-8 (4).xlsx
開干さんま,200,1kg,2160,0,1404,北海道  他,令和4年8月19日（金）,suiexcel-8 (4).xlsx
開干あじ,519,1kg,950,0,720,長崎  他,令和4年8月19日（金）,suiexcel-8 (4).xlsx
若干かれい,142,1kg,1728,0,864,島根  他,令和4年8月19日（金）,suiexcel-8 (4).xlsx
ちりめん,359,1kg,1944,0,1188,愛知  兵庫  他,令和4年8月19日（金）,suiexcel-8 (4).xlsx
なまりぶし,62,1kg,1944,0,1728,静岡  他,令和4年8月19日（金）,suiexcel-8 (4).xlsx
くろまぐろ,627,1kg,3726,3618,3240,長崎  宮城  他,令和4年8月20日（土）,suiexcel-9 (4).xlsx
きわだ,558,1kg,1944,1728,1620,千葉  他,令和4年8月20日（土）,suiexcel-9 (4).xlsx
あじ,974,1kg,810,0,702,高知  兵庫  他,令和4年8月20日（土）,suiexcel-9 (4).xlsx
さば,3534,1kg,378,0,270,富山  石川  他,令和4年8月20日（土）,suiexcel-9 (4).xlsx
まいわし,1890,1kg,320,0,220,愛知  千葉  他,令和4年8月20日（土）,suiexcel-9 (4).xlsx
さんま,160,1kg,1130,1130,1130,大阪  他,令和4年8月20日（土）,suiexcel-9 (4).xlsx
養成ぶり,256,1kg,1830,0,1650,熊本  大分  他,令和4年8月20日（土）,suiexcel-9 (4).xlsx
かつお,1278,1kg,972,0,756,高知  千葉  他,令和4年8月20日（土）,suiexcel-9 (4).xlsx
養成まだい,3372,1kg,1300,0,180,愛媛  和歌山  他,令和4年8月20日（土）,suiexcel-9 (4).xlsx
養成はまち,376,1kg,1700,0,1020,高知  他,令和4年8月20日（土）,suiexcel-9 (4).xlsx
養成かんぱち,1572,1kg,1830,0,600,鹿児島  他,令和4年8月20日（土）,suiexcel-9 (4).xlsx
するめいか,291,1kg,1050,0,720,北海道  福井  他,令和4年8月20日（土）,suiexcel-9 (4).xlsx
さけ,2470,1kg,2400,0,900,北海道  ﾉﾙｳｪｰ  他,令和4年8月20日（土）,suiexcel-9 (4).xlsx
はも,2356,1kg,2000,0,150,徳島  兵庫  他,令和4年8月20日（土）,suiexcel-9 (4).xlsx
たちうお,78,1kg,3564,0,3348,宮城  他,令和4年8月20日（土）,suiexcel-9 (4).xlsx
たこ,296,1kg,2700,0,1200,兵庫  宮城  他,令和4年8月20日（土）,suiexcel-9 (4).xlsx
あさり,678,1kg,1296,0,540,韓国  熊本  他,令和4年8月20日（土）,suiexcel-9 (4).xlsx
養成うなぎ,115,1kg,5724,0,4050,愛知  他,令和4年8月20日（土）,suiexcel-9 (4).xlsx
冷凍もんごいか,30,1kg,972,0,918,ﾓﾛｯｺ  他,令和4年8月20日（土）,suiexcel-9 (4).xlsx
冷凍たこ,0,0,0,0,0,,令和4年8月20日（土）,suiexcel-9 (4).xlsx
冷凍えび,1550,1kg,2700,1944,1080,ｲﾝﾄﾞ  他,令和4年8月20日（土）,suiexcel-9 (4).xlsx
塩さば,2420,1kg,800,0,500,国産  ﾉﾙｳｪｰ  他,令和4年8月20日（土）,suiexcel-9 (4).xlsx
塩さけ,624,1kg,1550,0,1150,ﾁﾘ  他,令和4年8月20日（土）,suiexcel-9 (4).xlsx
塩すけそうこ,735,1kg,2190,0,1750,ｱﾒﾘｶ  他,令和4年8月20日（土）,suiexcel-9 (4).xlsx
塩さんま,293,1kg,1190,0,840,宮城  他,令和4年8月20日（土）,suiexcel-9 (4).xlsx
開干さんま,200,1kg,2160,0,1404,北海道  他,令和4年8月20日（土）,suiexcel-9 (4).xlsx
開干あじ,333,1kg,1944,0,1404,長崎  他,令和4年8月20日（土）,suiexcel-9 (4).xlsx
若干かれい,113,1kg,2160,0,864,島根  他,令和4年8月20日（土）,suiexcel-9 (4).xlsx
ちりめん,3068,1kg,2592,0,1080,徳島  兵庫  他,令和4年8月20日（土）,suiexcel-9 (4).xlsx
なまりぶし,75,1kg,1728,0,648,静岡  他,令和4年8月20日（土）,suiexcel-9 (4).xlsx
くろまぐろ,500,1kg,3726,3618,3240,長崎  他,令和4年8月22日（月）,suiexcel-10 (4).xlsx
きわだ,921,1kg,1728,1296,1080,高知  沖縄  他,令和4年8月22日（月）,suiexcel-10 (4).xlsx
あじ,667,1kg,3700,0,290,兵庫  宮城  他,令和4年8月22日（月）,suiexcel-10 (4).xlsx
さば,2771,1kg,4200,0,160,石川  長崎  他,令和4年8月22日（月）,suiexcel-10 (4).xlsx
まいわし,900,1kg,270,0,162,千葉  他,令和4年8月22日（月）,suiexcel-10 (4).xlsx
さんま,80,1kg,1130,1130,1130,大阪  他,令和4年8月22日（月）,suiexcel-10 (4).xlsx
養成ぶり,194,1kg,1188,0,1080,高知  熊本  他,令和4年8月22日（月）,suiexcel-10 (4).xlsx
かつお,1995,1kg,864,0,648,高知  千葉  他,令和4年8月22日（月）,suiexcel-10 (4).xlsx
養成まだい,3895,1kg,1160,0,470,愛媛  和歌山  他,令和4年8月22日（月）,suiexcel-10 (4).xlsx
養成はまち,501,1kg,2700,0,1480,高知  徳島  他,令和4年8月22日（月）,suiexcel-10 (4).xlsx
養成かんぱち,1255,1kg,2320,0,1450,鹿児島  他,令和4年8月22日（月）,suiexcel-10 (4).xlsx
するめいか,401,1kg,2610,0,720,北海道  福井  他,令和4年8月22日（月）,suiexcel-10 (4).xlsx
さけ,2720,1kg,2400,0,1000,北海道  ﾉﾙｳｪｰ  他,令和4年8月22日（月）,suiexcel-10 (4).xlsx
はも,2697,1kg,1404,0,540,兵庫  徳島  他,令和4年8月22日（月）,suiexcel-10 (4).xlsx
たちうお,134,1kg,1836,0,1620,鹿児島  兵庫  他,令和4年8月22日（月）,suiexcel-10 (4).xlsx
たこ,253,1kg,2700,0,1950,香川  兵庫  他,令和4年8月22日（月）,suiexcel-10 (4).xlsx
あさり,788,1kg,1296,0,432,韓国  熊本  他,令和4年8月22日（月）,suiexcel-10 (4).xlsx
養成うなぎ,105,1kg,6156,0,4050,愛知  他,令和4年8月22日（月）,suiexcel-10 (4).xlsx
冷凍もんごいか,40,1kg,972,0,918,ﾓﾛｯｺ  他,令和4年8月22日（月）,suiexcel-10 (4).xlsx
冷凍たこ,0,0,0,0,0,,令和4年8月22日（月）,suiexcel-10 (4).xlsx
冷凍えび,1365,1kg,2700,1944,1080,ｲﾝﾄﾞ  他,令和4年8月22日（月）,suiexcel-10 (4).xlsx
塩さば,2048,1kg,780,0,250,ﾉﾙｳｪｰ  国産  他,令和4年8月22日（月）,suiexcel-10 (4).xlsx
塩さけ,1568,1kg,1500,0,1150,ﾁﾘ  他,令和4年8月22日（月）,suiexcel-10 (4).xlsx
塩すけそうこ,115,1kg,2360,0,1550,ｱﾒﾘｶ  他,令和4年8月22日（月）,suiexcel-10 (4).xlsx
塩さんま,420,1kg,1160,0,840,宮城  他,令和4年8月22日（月）,suiexcel-10 (4).xlsx
開干さんま,200,1kg,2160,0,1404,北海道  他,令和4年8月22日（月）,suiexcel-10 (4).xlsx
開干あじ,506,1kg,900,0,720,長崎  他,令和4年8月22日（月）,suiexcel-10 (4).xlsx
若干かれい,100,1kg,1944,0,864,島根  他,令和4年8月22日（月）,suiexcel-10 (4).xlsx
ちりめん,687,1kg,2484,0,972,徳島  兵庫  他,令和4年8月22日（月）,suiexcel-10 (4).xlsx
なまりぶし,168,1kg,800,800,800,静岡  他,令和4年8月22日（月）,suiexcel-10 (4).xlsx
くろまぐろ,200,1kg,3726,3618,3564,長崎  他,令和4年8月23日（火）,suiexcel-11 (4).xlsx
きわだ,771,1kg,1728,1296,864,高知  沖縄  他,令和4年8月23日（火）,suiexcel-11 (4).xlsx
あじ,1304,1kg,1600,0,200,兵庫  高知  他,令和4年8月23日（火）,suiexcel-11 (4).xlsx
さば,2650,1kg,432,0,324,長崎  石川  他,令和4年8月23日（火）,suiexcel-11 (4).xlsx
まいわし,3640,1kg,300,0,130,愛知  他,令和4年8月23日（火）,suiexcel-11 (4).xlsx
さんま,115,1kg,900,900,900,大阪  他,令和4年8月23日（火）,suiexcel-11 (4).xlsx
養成ぶり,200,1kg,1188,0,1080,高知  熊本  他,令和4年8月23日（火）,suiexcel-11 (4).xlsx
かつお,1375,1kg,864,0,648,鹿児島  千葉  他,令和4年8月23日（火）,suiexcel-11 (4).xlsx
養成まだい,3050,1Kg,1350,0,540,愛媛  和歌山  他,令和4年8月23日（火）,suiexcel-11 (4).xlsx
養成はまち,271,1kg,1800,0,1350,高知  徳島  他,令和4年8月23日（火）,suiexcel-11 (4).xlsx
養成かんぱち,1043,1kg,1944,0,1728,鹿児島  他,令和4年8月23日（火）,suiexcel-11 (4).xlsx
するめいか,297,1kg,1200,0,870,北海道  福井  他,令和4年8月23日（火）,suiexcel-11 (4).xlsx
さけ,1651,1kg,2052,0,1836,ﾉﾙｳｪｰ  北海道  他,令和4年8月23日（火）,suiexcel-11 (4).xlsx
はも,2781,1kg,1296,0,540,兵庫  徳島  他,令和4年8月23日（火）,suiexcel-11 (4).xlsx
たちうお,188,1kg,4536,0,4320,宮城  兵庫  他,令和4年8月23日（火）,suiexcel-11 (4).xlsx
たこ,253,1kg,2700,0,1200,兵庫  他,令和4年8月23日（火）,suiexcel-11 (4).xlsx
あさり,349,1kg,1040,0,700,熊本  愛媛  他,令和4年8月23日（火）,suiexcel-11 (4).xlsx
養成うなぎ,180,1kg,6156,0,3240,愛知  他,令和4年8月23日（火）,suiexcel-11 (4).xlsx
冷凍もんごいか,40,1kg,972,0,918,ﾓﾛｯｺ  他,令和4年8月23日（火）,suiexcel-11 (4).xlsx
冷凍たこ,0,0,0,0,0,,令和4年8月23日（火）,suiexcel-11 (4).xlsx
冷凍えび,1532,1kg,2700,1944,1080,ｲﾝﾄﾞ  他,令和4年8月23日（火）,suiexcel-11 (4).xlsx
塩さば,1300,1kg,560,0,410,ﾉﾙｳｪｰ  国産  他,令和4年8月23日（火）,suiexcel-11 (4).xlsx
塩さけ,1748,1kg,2080,0,250,ﾁﾘ  他,令和4年8月23日（火）,suiexcel-11 (4).xlsx
塩すけそうこ,645,1kg,2360,0,1050,ｱﾒﾘｶ  他,令和4年8月23日（火）,suiexcel-11 (4).xlsx
塩さんま,0,0,0,0,0,,令和4年8月23日（火）,suiexcel-11 (4).xlsx
開干さんま,200,1kg,2160,0,1404,北海道  他,令和4年8月23日（火）,suiexcel-11 (4).xlsx
開干あじ,436,1kg,2160,0,1404,長崎  他,令和4年8月23日（火）,suiexcel-11 (4).xlsx
若干かれい,164,1kg,1728,0,864,島根  他,令和4年8月23日（火）,suiexcel-11 (4).xlsx
ちりめん,2200,1kg,2160,0,864,愛知  兵庫  他,令和4年8月23日（火）,suiexcel-11 (4).xlsx
なまりぶし,50,1kg,1620,0,864,静岡  他,令和4年8月23日（火）,suiexcel-11 (4).xlsx
くろまぐろ,913,1kg,3726,3672,3240,長崎  宮城  他,令和4年8月25日（木）,suiexcel-12 (4).xlsx
きわだ,863,1kg,1620,1296,648,和歌山  他,令和4年8月25日（木）,suiexcel-12 (4).xlsx
あじ,2603,1kg,3700,0,230,兵庫  島根  他,令和4年8月25日（木）,suiexcel-12 (4).xlsx
さば,2648,1kg,432,0,324,長崎  石川  他,令和4年8月25日（木）,suiexcel-12 (4).xlsx
まいわし,2412,1kg,216,0,108,愛知  他,令和4年8月25日（木）,suiexcel-12 (4).xlsx
さんま,154,1kg,6000,0,900,大阪  他,令和4年8月25日（木）,suiexcel-12 (4).xlsx
養成ぶり,188,1kg,1830,0,1650,熊本  高知  他,令和4年8月25日（木）,suiexcel-12 (4).xlsx
かつお,2561,1kg,540,0,324,鹿児島  千葉  他,令和4年8月25日（木）,suiexcel-12 (4).xlsx
養成まだい,4465,1Kg,1350,0,540,愛媛  和歌山  他,令和4年8月25日（木）,suiexcel-12 (4).xlsx
養成はまち,367,1kg,1650,0,1350,高知  徳島  他,令和4年8月25日（木）,suiexcel-12 (4).xlsx
養成かんぱち,1308,1kg,1944,0,1728,鹿児島  他,令和4年8月25日（木）,suiexcel-12 (4).xlsx
するめいか,1904,1kg,2610,0,600,北海道  長崎  他,令和4年8月25日（木）,suiexcel-12 (4).xlsx
さけ,2241,1kg,2160,0,1944,ﾉﾙｳｪｰ  北海道  他,令和4年8月25日（木）,suiexcel-12 (4).xlsx
はも,2434,1kg,1404,0,324,兵庫  徳島  他,令和4年8月25日（木）,suiexcel-12 (4).xlsx
たちうお,105,1kg,3024,0,2808,鹿児島  兵庫  他,令和4年8月25日（木）,suiexcel-12 (4).xlsx
たこ,326,1kg,2700,0,1200,千葉  兵庫  他,令和4年8月25日（木）,suiexcel-12 (4).xlsx
あさり,851,1kg,1296,0,486,韓国  熊本  他,令和4年8月25日（木）,suiexcel-12 (4).xlsx
養成うなぎ,190,1kg,5724,0,3240,愛知  他,令和4年8月25日（木）,suiexcel-12 (4).xlsx
冷凍もんごいか,38,1kg,972,0,918,ﾓﾛｯｺ  ﾌｨﾘﾋﾟﾝ  他,令和4年8月25日（木）,suiexcel-12 (4).xlsx
冷凍たこ,0,0,0,0,0,,令和4年8月25日（木）,suiexcel-12 (4).xlsx
冷凍えび,1185,1kg,2700,1944,1080,ｲﾝﾄﾞ  他,令和4年8月25日（木）,suiexcel-12 (4).xlsx
塩さば,1893,1kg,1050,0,300,ﾉﾙｳｪｰ  国産  他,令和4年8月25日（木）,suiexcel-12 (4).xlsx
塩さけ,696,1kg,1300,0,950,ﾁﾘ  他,令和4年8月25日（木）,suiexcel-12 (4).xlsx
塩すけそうこ,346,1kg,2240,0,1500,ｱﾒﾘｶ  他,令和4年8月25日（木）,suiexcel-12 (4).xlsx
塩さんま,8,1kg,870,870,870,宮城  他,令和4年8月25日（木）,suiexcel-12 (4).xlsx
開干さんま,200,1kg,2160,0,1404,北海道  他,令和4年8月25日（木）,suiexcel-12 (4).xlsx
開干あじ,688,1kg,950,0,720,長崎  他,令和4年8月25日（木）,suiexcel-12 (4).xlsx
若干かれい,138,1kg,1944,0,972,島根  他,令和4年8月25日（木）,suiexcel-12 (4).xlsx
ちりめん,300,1kg,1998,0,972,愛知  他,令和4年8月25日（木）,suiexcel-12 (4).xlsx
なまりぶし,61,1kg,1944,0,864,静岡  他,令和4年8月25日（木）,suiexcel-12 (4).xlsx
くろまぐろ,588,1kg,3726,3618,3240,長崎  宮城  他,令和4年8月26日（金）,suiexcel-13 (4).xlsx
きわだ,1020,1kg,1620,1188,864,三重  沖縄  他,令和4年8月26日（金）,suiexcel-13 (4).xlsx
あじ,1467,1kg,5200,0,200,兵庫  和歌山  他,令和4年8月26日（金）,suiexcel-13 (4).xlsx
さば,1499,1kg,432,0,324,長崎  石川  他,令和4年8月26日（金）,suiexcel-13 (4).xlsx
まいわし,351,1kg,300,0,150,愛知  他,令和4年8月26日（金）,suiexcel-13 (4).xlsx
さんま,12,1kg,3000,3000,3000,大阪  他,令和4年8月26日（金）,suiexcel-13 (4).xlsx
養成ぶり,152,1kg,1188,0,1080,高知  熊本  他,令和4年8月26日（金）,suiexcel-13 (4).xlsx
かつお,3144,1kg,540,0,324,宮城  千葉  他,令和4年8月26日（金）,suiexcel-13 (4).xlsx
養成まだい,3576,1Kg,1350,0,540,愛媛  和歌山  他,令和4年8月26日（金）,suiexcel-13 (4).xlsx
養成はまち,368,1kg,2000,0,1440,高知  徳島  他,令和4年8月26日（金）,suiexcel-13 (4).xlsx
養成かんぱち,1157,1kg,1836,0,1620,鹿児島  他,令和4年8月26日（金）,suiexcel-13 (4).xlsx
するめいか,1440,1kg,972,0,864,青森  北海道  他,令和4年8月26日（金）,suiexcel-13 (4).xlsx
さけ,2133,1kg,1728,0,1512,ﾉﾙｳｪｰ  北海道  他,令和4年8月26日（金）,suiexcel-13 (4).xlsx
はも,1755,1kg,1188,0,216,兵庫  徳島  他,令和4年8月26日（金）,suiexcel-13 (4).xlsx
